RecordID	RecordTitle	PathID	Title	AlphaPubDate	PubYear	bookauthor	booktitle	bookdate	matchquality
4994564	Fallacy of Ghosts, Dreams, and Omens; with Stories of Witchcraft, Life in Death, and Monomania.	20160127230657_00008	Critic of books, society, pictures, music and decorative art, 1848-1849	May 1, 1848	1848	Ollier, Charles	Fallacy of ghosts, dreams, and omens; with stories of witchcraft, life-in-death, and monomania	1848	4.122738619676945
9540746	A Breiffe Narration of the Services done to Three Noble Ladyes, by Gilbert Blakhal, P eist of the Scots Mission in France, in the Low Countries, and in Scotland (1631-1649).	20160127192611_00010	The Athenaeum	Oct 12, 1844	1844	Blakhal, Gilbert	A breiffe narration of the services done to three noble ladyes	1844	4.098095238095238
4990785	Reader! walk up at once (it will soon be too late) and buy at a perfectly ruinous rate A Fable for Critics; or better-I like, as a thing that the reader's first fancy may strike, an old fashioned Title-page; such as presents a tabular view of the volume's cotentsa Glance at a Few of our Literary Progenies (Mrs. Malaprop's word) from the Tub of Diogenes; that is, a Series of Jokes by a Wonderful Quiz, who accompanies himself with a rub-a-dub-dub, full of spirit and grace on the top of the tub.	20160127230454_00006	Critic of books, society, pictures, music and decorative art, 1848-1849	May 1, 1849	1849	Lowell, James Russell	Reader! walk up at once (it will soon be too late) and buy at a perfectly ruinous rate a fable for critics; or, better, (I like, as a thing that the reader's first fancy may strike, an old fashioned title-page, such as presents a tabular view of the volume's contents) a glance at a few of our literary progenies (Mrs. Malaprop's word) from the tub of Diogenes; a vocal and musical medley. That is a series of jokes by a wonderful quiz, who accompanies himself with a rub-a-dub-dub, full of spirit	1856	4.085518191932992
4989938	Ireland's Welcome to the Stranger; or, an Excursion through Ireland in 1844-45, for the purpose of personally investigating the Condition of the Poor.	20160127234659_00002	Critic of books, society, pictures, music and decorative art, 1848-1849	Mar 15, 1848	1848	Nicholson, Asenath	Ireland's welcome to the stranger; or An excursion through Ireland, in 1844 & 1845, for the purpose of personally investigating the condition of the poor	1847	4.023095238095237
6103358	Marco Visconti, from the Italian of Tomaso Grossi. J. Burns, London.	20160128002916_00002	The Metropolitan magazine,  1833-1840	Dec 1845	1845	Grossi, Tommaso	Marco Visconti, from the Italian	1845	3.9969172932330825
8324200	The Prose or Younger Edda, commonly ascribed to Snorri Sturlison. Translated from the old Norse.	20160127190722_00007	The Gentleman's Magazine: and historical review, July 1856-May 1868	Jul 1843	1843	nan	The prose or younger Edda commonly ascribed to Snorri Sturluson;	1842	3.9656532356532357
5147584	Heath's Waverley Gallery of the Principal Female Characters in Sir Walter Scott's Romances and Poems.	20160127230657_00008	The Literary gazette : A weekly journal of literature, science, and the fine arts	May 2, 1840	1840	Heath, Charles	Heath's Waverley gallery of the principal female characters in Sir Walter Scott's romances and poems. From original paintings by eminent artists	1840	3.9517053463984873
4448088	THE COMPLETE CONCORDANCE TO SHAKSPERE: being a Verbal Index to all the passages in the Dramatic Works of the Poet.	20160127192713_00002	Tait's Edinburgh magazine	Aug 1844	1844	Clarke, Mary Cowden, Mrs	The complete concordance to Shakspere: being a verbal index to all the passages in the dramatic works of the poet	1847	3.9394973544973544
4338798	The Heroic Life and Exploits of Siegfried the Dragon-slayer. An old German Story. With eight Illustrations by Kaulbach.	20160127192713_00002	The Rambler, Jan. 1848-May 1862	Jan 1, 1848	1848	nan	The heroic life and exploits of Siegfried the dragon slayer; an old German story	1848	3.856122296793438
8237855	Marmaduke Wyvil; or, the Maid's Revenge.	20160127191335_00001	The Gentleman's Magazine: and historical review, July 1856-May 1868	Nov 1843	1843	Herbert, Henry William	Marmaduke Wyvil; or, The maid's revenge. A historical romance	1846	3.8195238095238095
4341571	A Yacht Voyage to Norway, Denmark, and Sweden.	20160127192157_00006	The Rambler, Jan. 1848-May 1862	Oct 1848	1848	Ross, William A	A yacht voyage to Norway, Denmark, and Sweden	1848	3.8066450216450214
9132567	A Yacht Voyage to Norway, Denmark, and Sweden.	20160127191848_00004	The Athenaeum	Sep 30, 1848	1848	Ross, William A	A yacht voyage to Norway, Denmark, and Sweden	1848	3.8066450216450214
4991754	A Yacht Voyage to Norway, Denmark, and Sweden.	20160127230802_00010	Critic of books, society, pictures, music and decorative art, 1848-1849	Oct 16, 1848	1848	Ross, William A	A yacht voyage to Norway, Denmark, and Sweden	1848	3.8066450216450214
