RecordID	RecordTitle	PathID	Title	AlphaPubDate	PubYear	bookauthor	booktitle	bookdate	matchquality
8501440	Puck: his Vicissitudes, Adventures, Observations, Conclusions, Friendships, and Philosophies.	20160128002306_00010	Examiner	Jan 29, 1870	1870	Ouida	Puck: his vicissitudes, adventures, observations, conclusions, friendships, and philosophies	1870	4.335183904259991
8850982	The Fur Country; or, Seventy Degrees North Latitude.	20160127183527_00008	The Athenaeum	Dec 20, 1873	1873	Verne, Jules	The fur country; or, Seventy degrees north latitude	1874	4.133809523809524
8706457	Life in Danbury: being a brief but comprehensive Record of the Doings of a remarkable People, under more remarkable Circumstances, and chronicled in a most remarkable Manner, by the Author, James M. Bailey, the "Danbury Newsman"; and carefully compiled with a pair of eight-dollar shears, by the Compiler.	20160127191542_00003	The Athenaeum	Aug 23, 1873	1873	Bailey, James M. (James Montgomery)	Life in Danbury: being a brief but comprehensive record of the doings of a remarkable people, under more remarkable circumstances, and chronicled in a most remarkable manner	1873	4.051358010593275
8797323	Benoni Blake, M.D., Surgeon at Glenaldie.	20160128002611_00001	Examiner	Jul 8, 1871	1871	MacLennan, M. C. (Malcolm Cameron)	Benoni Blake, M.D., surgeon at Glenaldie	1871	4.044513569497595
2717305	Gamosagammon; or, Hints on Hymen, for the use of Parties about to Connubialize.	20160127185454_00005	The Illustrated review : a fortnightly journal of literature, science and art	Mar 1871	1871	Rowley, Hon. Hugh	Gamosagammon; or, Hints on Hymen. For the use of parties about to connubialize	1870	3.8564285714285713
8717710	Basque Legends: collected chiefly in the Labourd.	20160127191848_00004	The Athenaeum	Jan 13, 1877	1877	Webster, Wentworth	Basque legends: collected, chiefly in the Labourd	1879	3.8425396825396825
8532974	Shooting Adventures, Canine Lore, and Sea Fishing Trips.	20160128005709_00008	Examiner	Nov 9, 1878	1878	Clements, Lewis	Shooting adventures, canine lore and sea-fishing trips	1879	3.8295075757575754
8721730	Shooting and Fishing Trips in England, France, Alsace, Belgium, Holland, and Bavaria.	20160127193122_00012	The Athenaeum	Dec 16, 1876	1876	Clements, Lewis	Shooting and fishing trips in England, France, Alsace, Belgium, Holland, and Bavaria	1876	3.823906810035842
8818808	The Cambridge Freshman; or, Memoirs of Mr. Golightly.	20160127190311_00003	The Athenaeum	Sep 23, 1871	1871	Rice, James	The Cambridge freshman; or, Memoirs of Mr. Golightly	1871	3.814628517813353
8806169	The Barber's Chair, and the Hedgehog Letters.	20160127191335_00001	The Athenaeum	Aug 22, 1874	1874	Jerrold, Douglas William	The barber's chair, and the hedgehog letters	1874	3.7412324929971987
6684850	The Theatre Francais in the Reign of Louis XV.	20160127192155_00015	The Academy, 1869-1902, 0269-333X	Mar 29, 1879	1879	Lamington, Alexander Dundas Ross Wishart Cochrane-Baillie	The Theatre francais in the reign of Louis XV	1879	3.7383917340521116
8580596	Te Rou; or, The Maori at Home.	20160128005604_00007	Examiner	Jan 30, 1875	1875	White, John	Te Rou; or, The Maori at home. A tale, exhibiting the social life, manners, habits, and customs of the Maori race in New Zealand prior to the introduction of civilisation amongst them	1874	3.7377634404320297
6690181	Te Rou; or, the Maori at Home.	20160127190927_00008	The Academy, 1869-1902, 0269-333X	Apr 3, 1875	1875	White, John	Te Rou; or, The Maori at home. A tale, exhibiting the social life, manners, habits, and customs of the Maori race in New Zealand prior to the introduction of civilisation amongst them	1874	3.7377634404320297
8594145	Askaros Kassis, the Copt.	20160128003325_00006	Examiner	Mar 11, 1871	1871	De Leon, Edwin	Askaros Kassis, the Copt	1870	3.7366666666666664
8700143	The Deceased Wife's Sister; and My Beautiful Neighbour.	20160127183628_00009	The Athenaeum	Sep 5, 1874	1874	Russell, William Clark	The deceased wife's sister, and My beautiful neighbour	1874	3.722913415087328
8800710	The Fall of Prince Florestan of Monaco.	20160127191542_00003	The Athenaeum	Mar 21, 1874	1874	Dilke, Charles Wentworth, Sir	The fall of Prince Florestan of Monaco	1874	3.721204481792717
9237628	The Dwale Bluth, Hebditch's Legacy, and other Literary Remains of Oliver Madox-Brown.	20160127192715_00011	The Athenaeum	Feb 19, 1876	1876	Brown, Oliver Madox-	The Dwale bluth. Hebditch's legacy & other literary remains of Oliver Madox-Brown	1876	3.6927310803244042
6549169	Traditions and Hearthside Stories of West Cornwall.	20160127190927_00008	The Academy, 1869-1902, 0269-333X	Nov 1873	1873	Bottrell, William	Traditions and hearthside stories of West Cornwall	1873	3.6867334611952423
9231753	Traditions and Hearthside Stories of West Cornwall.	20160127191439_00002	The Athenaeum	Aug 16, 1873	1873	Bottrell, William	Traditions and hearthside stories of West Cornwall	1873	3.6867334611952423
8681946	Sir Harry Hotspur of Humblethwaite.	20160127193122_00012	The Athenaeum	Nov 19, 1870	1870	Trollope, Anthony	Sir Harry Hotspur of Humblethwaite	1871	3.678574448807007
