RecordID	RecordTitle	PathID	Title	AlphaPubDate	PubYear	bookauthor	booktitle	bookdate	matchquality
8620692	The Gothic and Anglo-Saxon Gospels in Parallel Columns, with the Versions of Wycliffe and Tyndale.	20160127192159_00016	The Gentleman's Magazine: and historical review, July 1856-May 1868	Aug 1866	1866	nan	The Gothic and Anglo-Saxon Gospels in parallel columns : with the versions of Wycliffe and Tyndale	1874	4.574285714285714
9427349	The Gothic and Anglo-Saxon Gospels in Parallel Columns, with the Versions of Wycliffe and Tyndale.	20160127192611_00010	The Athenaeum	Nov 25, 1865	1865	nan	The Gothic and Anglo-Saxon Gospels in parallel columns : with the versions of Wycliffe and Tyndale	1874	4.574285714285714
9456154	A Sailor-Boy's Log-Book from Portsmouth to the Peiho.	20160127192715_00011	The Athenaeum	Nov 22, 1862	1862	nan	A Sailor-boy's log-book from Portsmouth to the Peiho	1862	4.3431262939958595
8793124	Max Havelaar; or, the Coffee Auctions of the Dutch Trading Company.	20160127192159_00016	The Athenaeum	Aug 8, 1868	1868	Multatuli	Max Havelaar; or, The coffee auctions of the Dutch trading company	1868	4.106428571428571
8496645	Max Havelaar; or, the Coffee Auctions of the Dutch Trading Company.	20160128003734_00010	Examiner	Mar 7, 1868	1868	Multatuli	Max Havelaar; or, The coffee auctions of the Dutch trading company	1868	4.106428571428571
8773746	Miss Ravenel's Conversion from Secession to Loyalty.	20160127192611_00010	The Athenaeum	Jun 6, 1868	1868	De Forest, John William	Miss Ravenel's conversion from secession to loyalty	1867	4.0885493175742225
8500512	Miss Ravenel's Conversion from Secession to Loyalty.	20160128005707_00001	Examiner	Oct 17, 1868	1868	De Forest, John William	Miss Ravenel's conversion from secession to loyalty	1867	4.0885493175742225
9140348	Strange Surprising Adventures of the Venerable Gooroo Simple, and his Five Disciples, Noodle, Doodle, Wiseacre. Zany, and Foozle.	20160127192200_00007	The Athenaeum	Nov 17, 1860	1860	Beschi, Costantino Giuseppe	Strange surprising adventures of the venerable Gooroo Simple, and his five disciples, Noodle, Doodle, Wiseacre, Zany, and Foozle	1861	4.0586379236379235
4371740	HEAT CONSIDERED AS A MODE OF MOTION.	20160127192713_00002	The London review of politics, society, literature, art, and science	Jun 24, 1865	1865	Tyndall, John	Heat considered as a mode of motion	1869	4.048095238095238
9454553	Wet Days at Edgewood: with Old Farmers, Old Gardeners, and Old Pastorals.	20160127193122_00012	The Athenaeum	Jul 15, 1865	1865	Mitchell, Donald Grant	Wet days at Edgewood: with old farmers, old gardeners, and old pastorals	1865	4.025981768548308
4854375	Wet Days at Edgewood: with Old Farmers, Old Gardeners, and Old Pastorals.	20160127234659_00002	The Reader,  1863-1867	Aug 5, 1865	1865	Mitchell, Donald Grant	Wet days at Edgewood: with old farmers, old gardeners, and old pastorals	1865	4.025981768548308
8475574	Reynard the Fox in South Africa; or, Hottentot Fables and Tales.	20160128005912_00009	Examiner	Mar 19, 1864	1864	Bleek, W. H. I. (Wilhelm Heinrich Immanuel)	Reynard the fox in South Africa; or, Hottentot fables and tales	1864	4.004642857142857
9429825	Reynard the Fox in South Africa; or, Hottentot Fables and Tales, chiefly translated from Original Manuscripts in the Library of His Excellency Sir George Grey, K.C.B.	20160127192407_00009	The Athenaeum	Apr 2, 1864	1864	Bleek, W. H. I. (Wilhelm Heinrich Immanuel)	Reynard the fox in South Africa; or, Hottentot fables and tales	1864	4.004642857142857
8484348	The Spanish Match; or, Charles Stuart at Madrid.	20160128001752_00003	Examiner	Jul 29, 1865	1865	Ainsworth, William Harrison	The Spanish match; or, Charles Stuart at Madrid	1865	4.003910488544137
8654143	Maidenthorpe; or, Interesting Events about the Year 1825.	20160127183832_00011	The Athenaeum	Nov 23, 1861	1861	Briefless, Jeremiah	Maidenthorpe; or, Interesting events about the year 1825	1861	3.950263259775455
9426557	Held in Bondage; or, Granville de Vigne.	20160127192407_00009	The Athenaeum	Jan 16, 1864	1864	Ouida	Held in bondage; or, Granville de Vigne.  A tale of the day	1864	3.9020991350632066
8658809	Little Women; or, Meg, Jo, Beth and Amy. Part Second.	20160127192200_00007	The Athenaeum	Sep 25, 1869	1869	Alcott, Louisa May	Little women; or, Meg, Jo, Beth and Amy	1880	3.889694835680751
