RecordID	RecordTitle	PathID	Title	AlphaPubDate	PubYear	bookauthor	booktitle	bookdate	matchquality
5155663	Rough Notes taken during some Rapid Journeys across the Pampas and among the Andes.	20160127230351_00004	The Literary chronicle	Sep 16, 1826	1826	Head, Francis Bond, Sir	Rough notes taken during some rapid journeys across the Pampas and among the Andes	1826	4.536634476634476
5203809	Rough Notes taken during some rapid Journeys across the Pampas, and among the Andes.	20160127231211_00014	The Literary gazette : A weekly journal of literature, science, and the fine arts	Sep 16, 1826	1826	Head, Francis Bond, Sir	Rough notes taken during some rapid journeys across the Pampas and among the Andes	1826	4.536634476634476
5076021	Ashford Rectory; or, the Spoiled Child reformed. Containing a Short Introduction to the Sciences of Architecture and Heraldry, with a particular Account of the Grecian and Roman Games, &c. &c.	20160127230802_00010	The Literary chronicle and weekly review, May 22, 1819-Dec. 28, 1822	Oct 7, 1820	1820	Jamieson, Frances Thurtle	Ashford rectory; or, The spoiled child reformed. Containing a short introduction to the sciences of architecture and heraldry; with a particular account of the Grecian and Roman games, etc. etc	1820	4.49536036036036
4696468	Rough Notes, taken during some rapid journeys across the Pampas, and among the Andes.	20160127230555_00007	Monthly magazine, or, British regster, Feb. 1800-June 1836	Nov 1826	1826	Head, Francis Bond, Sir	Rough notes taken during some rapid journeys across the Pampas and among the Andes	1826	4.3082344766344765
5158863	Supreme Bon Ton: and Bon Ton by Profession. A Novel.	20160127230351_00004	The Literary chronicle and weekly review, May 22, 1819-Dec. 28, 1822	Aug 26, 1820	1820	nan	Supreme bon ton: and bon ton by profession. A novel	1820	4.092751937984496
5169456	Narrative of Don Juan Van Halen's Imprisonment in the Dungeons of the Inquisition at Madrid, and his Escape in 1817 and 1818; to which are added, his Journey to Russia, his Campaign with the Army of the Caucasus, and his Return to Spain in 1821.	20160128000019_00002	The Literary chronicle	Aug 11, 1827	1827	Halen, Juan Van	Narrative of Don Juan van Halen's imprisonment in the dungeons of the Inquisition at Madrid, and his escape in 1817 and 1818 : to which are added, his journey to Russia, his campaign with the army of the Caucasus, and his return to Spain in 1821	1827	4.00061677061677
8654090	Narrative of Don Juan Van Halen's Imprisonment in the Dungeons of the Inquisition at Madrid, &c.	20160128010434_00015	Examiner	Aug 19, 1827	1827	Halen, Juan Van	Narrative of Don Juan van Halen's imprisonment in the dungeons of the Inquisition at Madrid, and his escape in 1817 and 1818 : to which are added, his journey to Russia, his campaign with the army of the Caucasus, and his return to Spain in 1821	1827	4.00061677061677
5195755	Narrative of Don Juan Van Halen's Imprisonment in the Dungeons of the Inquisition at Madrid; and his Escape in 1817 and 1818.	20160127231211_00014	The Literary gazette : A weekly journal of literature, science, and the fine arts	Aug 4, 1827	1827	Halen, Juan Van	Narrative of Don Juan van Halen's imprisonment in the dungeons of the Inquisition at Madrid, and his escape in 1817 and 1818 : to which are added, his journey to Russia, his campaign with the army of the Caucasus, and his return to Spain in 1821	1827	4.00061677061677
5192968	The Twenty-ninth of May: Rare Doings at the Restoration.	20160127230759_00009	The Literary gazette : A weekly journal of literature, science, and the fine arts	May 21, 1825	1825	Pyne, W. H. (William Henry)	The twenty-ninth of May: rare doings at the Restoration	1825	3.9048830409356725
5093501	Sketches in Ireland: descriptive of Interesting, and hitherto unnoticed Districts, in the North and South.	20160127230351_00004	The Literary chronicle	Mar 10, 1827	1827	Otway, Caesar	Sketches in Ireland: descriptive of interesting, and hitherto unnoticed districts, in the north and south	1827	3.9013801760292988
5122925	The Fitzwalters, Barons of Chesterton; or Ancient Times in England.	20160127230759_00009	The Literary gazette : A weekly journal of literature, science, and the fine arts	Oct 31, 1829	1829	Brewer, J. N. (James Norris)	The Fitzwalters, barons of Chesterton; or, Ancient times in England	1829	3.8794669365721997
5178931	The Lucubrations of Humphrey Ravelin, Esq. late	20160128000225_00004	The Literary gazette : A weekly journal of literature, science, and the fine arts	Mar 22, 1823	1823	[Proctor, G.]	The lucubrations of Humphrey Ravelin, esq. [pseud.] Late major in the * * regiment of infantry	1823	3.8707512370670267
5155456	The Lucubrations of Humphrey Ravelin, Esq., late Major in the Regiment of Infantry.	20160127234659_00002	The Literary chronicle	Feb 8, 1823	1823	[Proctor, G.]	The lucubrations of Humphrey Ravelin, esq. [pseud.] Late major in the * * regiment of infantry	1823	3.8707512370670267
5113579	Narrative of an Official Visit to Guatemala from Mexico.	20160127235005_00006	The Literary gazette : A weekly journal of literature, science, and the fine arts	Feb 28, 1829	1829	Thompson, George Alexander	Narrative of an official visit to Guatemala from Mexico	1829	3.8363041495668035
5217050	The Atlantic Souvenir; a Christmas and New Year's Offering.	20160127234659_00002	The Literary gazette : A weekly journal of literature, science, and the fine arts	Mar 29, 1828	1828	nan	The Atlantic souvenir; a Christmas and New Year's offering. 1826-1832	1826	3.8208646616541353
5173144	Chinese Novels, translated from the Originals; to which are added, Proverbs and Moral Maxims, collected from their Classical Books and other Sources.	20160127230802_00010	The Literary gazette : A weekly journal of literature, science, and the fine arts	Apr 27, 1822	1822	Davis, John Francis, Sir	Chinese novels, translated from the originals; to which are added proverbs and moral maxims, collected from their classical books and other sources. The whole prefaced by observations on the language and literature of China	1822	3.7937725333700287
