RecordID	RecordTitle	PathID	Title	AlphaPubDate	PubYear	bookauthor	booktitle	bookdate	matchquality
5224434	Greenwich: its History, Antiquities, Improvements, and Public Buildings.	20160127230802_00010	The Literary gazette : A weekly journal of literature, science, and the fine arts	Mar 29, 1834	1834	Richardson, Henry S	Greenwich: its history, antiquities, improvements, and public buildings	1834	4.574869281045752
8770988	Citation and Examination of William Shakspeare, Euseby Treen, Joseph Carnaby, and Silas Gough, Clerk, before the worshipful Sir Thomas Lucy, Kat., touching Deer-stealing, &c. &c.	20160127191439_00002	The Athenaeum	Dec 6, 1834	1834	Landor, Walter Savage	Citation and examination of William Shakespeare, Euseby Treen, Joseph Carnaby and Silas Gough, clerk : before the worshipful Sir Thomas Lucy, knight, touching deer-stealing on the 19th day of September in the year of Grace 1582, now first published from original papers. To which is added a conference of Master Edmund Spenser, a gentleman of note, with the Earl of Essex touching the state of Ireland, A.D. 1595	1834	4.307222222222222
5809893	Schloss Hainfeld; or, a Winter in Lower Styria.	20160128002159_00007	The Metropolitan magazine,  1833-1840	Jul 1836	1836	Hall, Basil	Schloss Hainfeld; or, A winter in lower Styria	1836	4.101190476190476
8900029	Schloss Hainfeld; or, a Winter in Lower Styria.	20160127192611_00010	The Athenaeum	Jun 18, 1836	1836	Hall, Basil	Schloss Hainfeld; or, A winter in lower Styria	1836	4.101190476190476
8787056	Schloss Hainfeld; or, a Winter in Lower Styria.	20160127192303_00008	The Athenaeum	Jun 25, 1836	1836	Hall, Basil	Schloss Hainfeld; or, A winter in lower Styria	1836	4.101190476190476
4702952	THE K'HAUNIE KINEH-WALLA, OR EASTERN STORY-TELLER; A COLLECTION OF INDIAN TALES.	20160127230904_00011	Monthly magazine, or, British regster, Feb. 1800-June 1836	Jan 1833	1833	Shipp, John	The k'haunie kineh-walla, or Eastern story-teller; a collection of Indian tales	1832	4.096666666666667
9085731	Anecdotal Reminiscences of distinguished Literary and Political Characters.	20160127192157_00006	The Athenaeum	May 29, 1830	1830	miscellaneous writer. Jones, George	Anecdotal reminiscences of distinguished literary and political characters	1830	4.067539682539683
5212878	Anecdotal Reminiscences of distinguished Literary and Political Characters.	20160127231211_00014	The Literary gazette : A weekly journal of literature, science, and the fine arts	Apr 17, 1830	1830	miscellaneous writer. Jones, George	Anecdotal reminiscences of distinguished literary and political characters	1830	4.067539682539683
5135680	Fardorougha, the Miser; or, the Convicts of Lisnamona.	20160127230657_00008	The Literary gazette : A weekly journal of literature, science, and the fine arts	Jul 20, 1839	1839	Carleton, William	Fardorougha, the miser; or, The convicts of Lisnamona	1839	3.914761904761905
5211178	Our Island: comprising Forgery, a Tale; and the Lunatic, a Tale.	20160128000328_00006	The Literary gazette : A weekly journal of literature, science, and the fine arts	Oct 13, 1832	1832	Woolrych, Humphry W. (Humphry William)	Our island: comprising Forgery, a tale; and The lunatic, a tale	1833	3.9076817042606518
6113654	Citation and Examination of William Shakspeare, Euseby Freer, Joseph Carnaby, amt Silas Gough, Clerk, before the Worshipful Sir Thomas Lucy, Knt., touching Deer Stealing, on the 19th day of September, in the year of Grace 1582; now first published from the Original Papers. To which is added, a Conference of Master Edmund Spencer, a Gentleman of note, with the Earl of Essex, touching the State of Ireland, A. D. 1595.	20160128002306_00010	The Metropolitan magazine,  1833-1840	Dec 1834	1834	Landor, Walter Savage	Citation and examination of William Shakespeare, Euseby Treen, Joseph Carnaby and Silas Gough, clerk : before the worshipful Sir Thomas Lucy, knight, touching deer-stealing on the 19th day of September in the year of Grace 1582, now first published from original papers. To which is added a conference of Master Edmund Spenser, a gentleman of note, with the Earl of Essex touching the state of Ireland, A.D. 1595	1834	3.896111111111111
4697589	Schloss Hainfeld; or a Winter in Lower Styria.	20160127230250_00003	The Monthly Magazine	Jul 1836	1836	Hall, Basil	Schloss Hainfeld; or, A winter in lower Styria	1836	3.872790476190476
8322607	Schloss Hainfeld; or a Winter in Lower Styria.	20160127190619_00006	The Gentleman's Magazine: and historical review, July 1856-May 1868	Apr 1837	1837	Hall, Basil	Schloss Hainfeld; or, A winter in lower Styria	1836	3.872790476190476
