bookid,selected_id,selected_review,genre
B2697,['3213075'],  black bartlemys treasure by jeffery farol s 6d net sampson low here is another stirring romance of the good old days by the famous author of the broad highway and the amateur gentleman on this occasion he has chosen to transport his readers back into the adventurous times of the seventeenth century when pirates roamed the seas and highwaymen the land and life was held of smaller account than in these present tame too civilised days when the story opens martin conisbv lord wvendover is dragging out a miserable existence as a galley slave aboard the spanish ship esmeralda into which unhappy position he has been betrayed five years before by a hereditary enemy sir richard brandon the ship is attacked by an english vessel and he seizes his chance to escape he returns to england a free man brooding on his wrongs with no thought in his heart but to seek out his enemy and avenge himself but sir richard brandon has been taken prisoner by the spaniards and martin finds only brandons daughter joan a beautiful gentle girl who had been his playmate when they were both children he then falls in with one adam penfeather who tells him a tale of treasure hidden on a far away deserted island by black bartlemy a notorious pirate now lead eventually martin and joan are cast away upon the treasure island together and live a primitive life of seeking for food and learning to make weapons and utensils out of the materials that they find on the island they fall gradually in love with one another as was to be expected from blck bsrtlemys treasure sampson low adam pnfeathers map of the island but that is not by any means the happy end of their adventures this is no simple love tale but a story of derringdo and high adventure there are many encounters with desperadoes much bloodshed alarms and narrow escapes from death or torture before the story of black bartlemys treasure is ended and the  happy ending i that mr jeffery farnol surely has up his sleeve is not reached in this volume  here then i make an end of the narrative of black bartlemys treasure says martin conisby on the last page  but how and in what manner i came to my vengeance is yet to tell we look forward expectantly to the telling,dom_contra
B5353,['8774312'],  the dari lady nf dunlin illlllmty ol lomym evol ix i jv the author of stories of waterloo loudon smith  mlder tins is a story ol singular power but thc materials even iu less able hands could scarcely tail to be elliclive cirace o malley half heroine half pirate the terror ot the western and southern seas who presented herself to llizabcth more as an equal than a subject a stern despot yet adored by ber vassals is the theme of many a wild tradition that may shame the boldest flights of fiction let those who haste to denounce her as a robber remember the names of frobisher drake and haleigh whose buccaneering deeds she only emulated in narrower limits and let them attribute ber unparalleled character to the unparalleled circumstances of her age the neglect of iiish history can alone account for the dark lady of doona having escaped from the researches of the many romance writers who have within the last twenty years hunted the worlds chronicles for exciting themes we are glad that the painting of her portrait was reserved for mr maxwell because he  has in his own nature a dash of her reckj liss spirit and cares as little for artificial rules as did his heroine for luglish laws i the story is all over irish  no country but  ireland unihi the tudors could have been the scene of the adventures described and  no one but a native of ireland could have i ventured to depict them criticism on such i u work would be as idle a reading the riot i ll r j donnybrook fairnot a sail would  leost aitiiitioii though hook places  ioiii f the happy niall whoso  le il s  he would go thirty illili s  t ki it amuses excites and  ii  iv know not why and we care eeroluv u itii tiis brief judgement is will pehap rest content  for verpexitig our brains fe half an liur not lind ono extract that would in our u du  tie to tne writer,dom_contra
B6798,['6799012'],  beatrice of venice by max pemberton hodder  stoughton 6s mr pemberton has grown such a prolific writer that the wonder is his books should show so little sign of hurried work or want of finish the present volume is as readable and exciting as the average story he gives us at present but it comes nowhere near the level of other books he has written  kronstadt for example he has chosen a picturesque scene and an exciting period for the setting of his romancevenice and veiona at the time of the invincible napoleons occupation of italy the little corporal himself is one of the characters but he does not cut a very imposing or dignified figure as presented by the author we hear much of him before he appears and the awestruck devotion of the hero and his brave fellowsoldiers to their master prepares us to expect a more imposing figure than mr pemberton presents beatrice of venice is one of those beautiful and rather impossible young ladies who in their early twenties are leading great politicians by the hand and teaching them statecraft very charming and irresistible figures such young ladies make in the pages of a novel but we shrewdly doubt if politicians past or present would find their wisdom of such paramount assistance in real life intrigue and adventure here follow each other in quick succession and if the figures in the play are just a little suggestive of puppets and the wirepulling a wee bit too obvious we can forgive for the sake of some dainty and charming descriptions of venice and verona two of the loveliest cities of lovely italy which live again in mr pembertons vivid wordpainting,dom_contra
B3616,['5164448'],   titegrityi a tale bv ms xio fl and 24rno pp 264 123 tiiis is a very pleasing piathtetic little tale and must add greatly to the atuthors reputation the scenes are faithful and affectingr pictures from drniestic life the characters are powerfully and originally drawn and the story is narrated with a simple yet touching eloquence which possesses if we nmay judge by its effect upon ourselves a singular power of rivettin the attention and interesting the feelings of the  the m1orning chronicle which is known to manifest such hostility to the eourbons as to render any of its statements on sljects in which they are concerted snlspieious gives the following extract of a letter from paris relating to this work  the friends of the king ashamed of the ridicule which has fallen upon the pamphlet of which i sent you an extravt now declare that he is not the author the contrarv however is maintained by those who are in the secret and who are directly interested in the publication amongst these persons is madame ki the ciure arnie of an august personage who is to have the profits arising from the work as i see this charming passeteins of a monarch advertised in england it is unnecessary to say any thing about its style and character you will have an opportunity of judging for yourself it is a pity that the english translator does not acoompany it with an extract or two from the censeur europien suppressed by the bourbons it would be a very curious appendage the relation of the journey to collentz is little without au account ot the court thereof the rich nobles invited from paris and plundered at the gamuing tablesof the troop of files de joie drawn from the palis royal for a seraglio of      but the charges are too serious to bi named here if opportunity should offer i will send you the work which is valuable a thousand copies of the kinns book would not purchase one of the enseur and yet they say that one is as authtlntic as the othcr i i reader in her delineations of simple and unsophisticated nature we doubt whether mfrs iloflbnd is surpassed by any writer of the present age l,dom_contra
B7441,['4448880'],  tihe cabin book or natiowal characteristics by charles sealsfteld translated troni thee uerman by stn al powell with numerous engravings london ingram cooke and co 19i2 xwe are rather at a loss to perceive the drift of this rambling rattling sketchy spirited and very readable production as an illustration of national characteristics we were disposed to consider the first and principal storv which is a narrative not too authentic of the conquest of texas to be a satire upon the munchausenlike propensities for selfglorification of the predatory and piratical soldiery of the southern states the hero and narrator of the exploits which fill the first half of the volume is the most tremendous and unblushing liar and egotist that ever figured in print he modestly asserts that he and his little band of some seven or eight hundred did deeds of daring in that war which five thousand of napoleons veterans of the guard could not have been induced to attempt at the same time he admits that the mexicans against whom they fought were the most pusillanimous wretches that ever wore a uniform that they were supplied with powder manufactured by the british government frr exportation and which was of such a quality that it would not propel a bullet fifty yards while they could never be brought to a han dtohand conflict with cold steel if the reader can set aside this flatulent rhodomnontade he may find the story amusing enough though it may chance to shock his notions of morality there is a queer subject introduced one bob a coldblooded murderer who assassinates travellers for the sake of plundering thenm but whom the alcalde of the district saves from hanging by cutting the rope at the fatal tree and converts into a true patriot by employing him as a spy anl sending him to compensate society for the murder of belated travellers in the forest by the slaughter of timid mexicans in the blattlefield the wretch is mortally wounded in this latter enmploymenit and the minister of justice dispatches him to heanen with a fraglenit of the lords prayer flamvured with an observatian from sorne one tu the effect that it would lbe uiiczititutina in the jiudge of all men not t save lim the other kctches in the volume are imiore to our taste j1ei irilinimias story is  ital anid lbut fur a diefect in the brorue wvhidh  ai6erian author can hardly be expc eted to aneal w2l would be equal to arlctin the lest of ali the kthis is the relation of the trick plaiyol by the yxaidiee captaiin upon a spanirti coninianilur who1c state prisoner is carried off under his ivise the nimost uncomfortable feature of the book is t c diiuemeut w1here the unconscionable braggart general morse instead of being forced to devouir the leek and then kicked out of tde house by the footman as he richly deserved and would have submitted to with a mongrel whine is rewarded with the hand of a fascinating and accomplished girl and an heiress the engravings in this volume are of the kind firstrate broad effective and masterly in design and execution,dom_contra
B6466,['3158874'],  an adventurer of the north by gilbert parker 6s methuen pretty pierre is dead things went against him his spirits fell and he and a woman good enough to appreciate him rode madly into a prairie fire our regrets follow after for the most fascinating hero half mounteback half demigod that romance has introduced us to for many a day these last existing records  of his career are as delightful reading as the former stories about him graceful poetical and with enough of love and prowess to endow them with a strong human interest we are annoyed with mr parker oncein the story of  the red patrol pierre was right when in face of the conventional missionary he reflectedthe young impetuous halfbaked college man to set his little knowledge against his own studious vagabondage at that instant he determined to play a game and win to turn this man into a vagabond also to see john the baptist become a bedouin he plays his game which reads like a joke and surely was serious only because the missionary was made of such poor stuff and the scarlet hunter curses pierre with perpetual seeking  in the desert and the storm and the lonely hills a bigger missionary with a sense of humour might have had many worse tutors than pierre who you see rouses advocacy as if he were a real man and not a quite impossible creature of fantasy,dom_contra
B6735,['8533754'],  less black than were painted less black thar were painted by james payn 3 vol chatto and wind us we remember once hearing a story anent the bethnal green museum which recurs to us in forcible illustration of this novel one of the native visitors staring openmouthed at the pictures is said to have reached the climax of her admiration when a sympathetic friend imparted in awestruck whisper the hardly credited information that  they were all done by and i canvas coloured to order heads arms and legs grouped by machinery and pictures turned out by the gross was what inartistic experiences had evidently suggested to the  untutored mind as the natural order of things les extremes southeast touchent our experience tends to a rooted belief in the existence of a class of machinemade novels and our admiration is hardly second to that of the traditional old lady from whom we quote when we meet with one bearing unmistakeable traces of handwork whatever heresies may obtain concerning critics it is nevertheless a fact that to be able as in the present instance to pronounce a novel original in conception artistic in treatment and thoroughly readable as a result does afford the reviewer most genuine satisfaction but we must sketch the story which has won from us so warm a meed of praise and in so justifying our opinion we shall be doing no injustice to the reader since to indicate the plot is to show the least charm of the book it illustrates the laureates ideal being the story of a boys  maiden passion for a maid which in the end  makes a man of him it is a tale of true love begun in earliest childhood and beset by almost every possible social obstacle richard talbot the son of squire talbot of talbot tower is the hero and when we ae first introduced to him on a visit to his grandmother lady earnshaw he is a wrelldrawn and very loveable specimen of an etonian of seventeen something of the schoolboy something too perhaps of the scapegrace and certainly all the loveableness cling to him throughout his history his father leads the life of a religious recluse stiriving to  live down  the sins of a dissolute youth and between the morbid man and thc highspirited boy there is much love but little sympathy necessarily thrown much for companionship into the society of grooms and gamekeepers dick naturally develops his strongly inherited instincts for their pursuits and perhaps quite as naturally falls boyishly in love with the bright beautiful little daughter of george parkes a gentleman whose antecedents are hardly worthy even of his present position in the squires preserves lucy and  master richard  are about the same age and some episodes of the  calflove stage are prettily sketched a kiss however which is exchanged and overlooked in most humorous circumstances brings affairs to the knowledge of the elders and to the consequent parting friends of course interfere  the clergyman and his wife and dicks  cousins and his aunts and even his own especial chum  pussy greene all protest in their several ways against the impossibilities ot such a marriage and finally the girl herself gives back her troth for a village maiden of seventeen it may be objected that she evinces quite exceptional gifts of sense and resolution  and we are afraid that the wisdom and tenderness which events subsequently show her to possess might be deemed exceptional in a maiden of any degree but it is nevertheless a consistent character throughout and a very charming one dick  gets over it to all appearance and goes to college is somewhat wild and reckless and when ha comes into his fortune contrives to dissipate it with alarming rapidity but through it all it is evident that the rare capability  to love one maiden only and to cleave to her is his and and in the end they marry and are as happy in spite of all drawbacks as such true love deserved the social complications which ensue on their marriage are extremely well told but hardly admit of quotation  handwork however is as evident in the sketching of the minor characters as in the distinct portraits of the hero and heroine we took an especial fancy to lucys good ugly dwarfish  aunt susan whose  piety waa of the most crude and simple sort it had no colours but thento use a vulgar but very expressive phraseit  washed  v ii p 172 equally good in her way too ia mrs freeman the before named rectors wife who  had not an angle about her except at the tip of her tongue and who indulges in that most provoking habit from which we all occasionally suffer at our friends hands of  having foreseen it all alongwhatever it was  pussy otherwise leonard greene is one of the full lengths and seems to have been done from the life he is delightful and gives frequent other evidence than the authors word of possessing a sense of humourthat precious gift which makes even ruffians endurable to him who possesses it and the absence of which in the gentler sex is the cause of no little of their unhappiness and discontent v ii p 171 we have no space to particularise or to quote from the other dramatis personae it is emphatically a novel worth reading and not the least of its attractions to us is the fact of ita being true to its title pessimism in so many forms ia fashionable nowadays that it is pleasant to be reminded in a roundabout way that we are after all less black than were painted the novelist in these times finds a larger audience than even the popular preacher and it is refreshing to find one occasionally who is not unmindful of his responsibilities and who holds the wholesome theory that in the long run  beauty of form has but a short start of cleverness and but a little longer one of goodness which once having overtaken it in the affections moves on with strides that the other can never rival v i p 59 we call this healthy doctrine and it is worked out without a suspicion of preaching which indeed would destroy the effect but as a set off against the detestable aubumtressed heroines from whom we so often suffer and who seem to rely mainly on their back hair and their bigamous tendencies for our sympathy the novel which makes a lucy lindon the central interest we hold worthy of especial recognition,dom_contra
B6435,['3201471'],  fromn the black opal by comtesse de brwont jarrold cover design drawn by stanley woollett from the purple mask by louise jordan miln the story of the famous play hodder  stoughton wrapper d0814l the black opal by comtesse de brfm0nt 7s net jarrolds this is an extraordinary book a combination of fantasy and realism telling how a discovery made by a german professor in paris affects the life and fortunes of a poor young artist anseleme varrenne and his sweetheart germaine anseleme by the merest accident comes into possession of the black opal never realising the wonderful powers it holds and immediately finds himself pursued by mysterious persons who drive him out of paris and make a captive of germaine the girl incredibly innocent falls under the spell of her lovers enemy and believing that she is going to be the means of bringing herself and anseleme together again is used as a tool in the hands of the german agent war breaks out and anseleme becomes an airman and germaine is beguiled into participating in airraids from gitanjali and fruit gathering  i am like the remnant by sir raltiidranath 1igoie of a cloud llacminl zm quite unaware of the evil she is doing but everything comes right in the end the spy is killed and even the kaiser is brought to his doom through the wonderful black opal and germaine and anseleme continue their lives in peace and happiness the story is described as a  fantastic romance of love and war and of course is quite outside the range of probability but it makes enjoyable reading and will help to pass away a pleasant hour or two,dom_contra
B6296,['3182638'],  fmovel votes queen of the guarded mounts by john oxenham 6s hodder  stoughton the french revolution has furnished matter for many romances but rarely for one of more stirring and varied interest or more charm than fill the romance that is unfolded in the pages of  queen of the guarded mounts mr john oxenham has not taken the usual way of giving you pictures of the lurid doings in and around paris during the reign of the terror he introduces you to a little party of fugitive aristocrats who come over to england and are drawn to finding a haven of refuge on st michaels mount off the cornish coast because of its resemblance to mont st michel on the shore of brittany where their ancestral home had been this little party consists of the marquis de st aubin his daughter renee and his son michel and it is not long before the chief interest of the story centres on the delightful renee the marquis and his son return to brittany to play leading parts in a rising for the restoration of the bourbons and mainly through the mean duplicity and weakness of their exiled king all their loyal efforts are frustrated and when their followers are in hiding and they in prison in that mont st michel that had formerly been their home renee and certain of her english friends follow them out to brittany in the hope of rescuing them meanwhile on the english st michaels mount where she and her father and brother had won the hearts alike of the rugged fisher folk and the admirable little great persons of the village renee herself had found two lovers who prove the manliest and most generous of men in their rivalry the sketches of cornish fishermen and breton peasantry are very vividly realised and we meet among these people many sturdily likeable and quaintly humorous personalities the characterisation throughout is indeed excellent the story bristles with adventure and dramatic incident and is cunningly threaded with one of the most glamorously interesting of love idylls the descriptions of the country round about the two mounts are minutely and graphically picturesque and the sixteen photographic illustrations add to the attractiveness of the book  queen of the guarded mounts  is a fresh and cleverly written novel that will enhance mr oxenhams reputation with the general reader and is certain to enjoy as lasting a local popularity in the neighbourhoods of the french and english mounts as  lorna doone  does in the doone country,dom_contra
B5985,['2898032'],  the wild irish goi colburms standard novels this is also a new edition of a work so popular as to require little notice from us it is a tolerably faithful copy of human nature and contains nothing that can be considered as objectionable,dom_contra
