bookid,selected_id,selected_review,genre
B5046,"['4965633', '8683175']",  talesfromnshlakspere by mr and miss lrb two vols knights weekly volume nos 4 and s this reprint of elias most popular book naturally finds a place in a series projected by the man who more than any otherperson has widened the circle of shaksperes admirers by the facilities he has afforded for an acquaintance with his works and a just appreciation of them mr knight has judiciously appended to each tale a fewv scenes to give an additional incentive to those who read the tales ignorant of the original to draw from the fountainhead for themselves we learn with pleasure also that he hopes soon to furnish a companion work entitled histories from shakspere it will however be impossible to excel the tales and difficult to equal them they will only cease to be popular when children cease to exist  tales from shakspeare by charles lamb 5th edition ornamented with engravings from designs by haney london 1831 baldwin  cradock if wc had leisure we should certainly have availed ourselves of this volume to have said a few modest words on though genius of charles lambas it is we shall allow a fifth edition to serve m apology for doing no more than an nounce the publication and commending it as one of though very best works that ever issued from the press for the delight and instruction of young people mr lamb who has fortunately lived to nap the late harvest of his fume would perhaps be indifferent to our good or ill word and therefore we the less regret our compelled silence but mr harvey whoso pencil illustrates this edition is a younger man and may value the opinion of ono whom circumstances call a critic even beyond its worth ami we owe it to  truth to acknowledge that wo hardly know his j equal among living artists like stothard he j is content to labour for though booksellers and to j scatter his fine thoughts over though humblest  works  but we never take up a volume illus i trated by him that ive have not to express our ad  miration of his talents in animals lie is eipial to landseer his illustrations of the zoological i ardelis ari unrivalled for truthand truth in  such a work is power and beauty  sn too the vignettes are tpiito admirable for delicacy aud fancy and if some ol though illustrations in this work and in the  children in the wood purtie idarli be not historical pictures we know not what the words mean the world ure too apt to value artist by their assumptions ami pretensionsthey are only now doing reluctant justice to stothard and when mr harvey like that excellent old man shall have outlived the yearnings of a young heart and grown cold and  callous to admiration they will be hunting after sketches and scraps from his pencil as they are now doing for those of bullington who ten years j since ami when living was hardly heard of of mr harvey we know nothingabsolutely nothing wo cannot therefore say how farlie  is master ol the mechanical part of his art or i capable of embodying his own lino thoughts in colour but his genius has nothing to do with j this  and wo had rather have among our home  treasures and foi silfenjovment ono ol his  beautiful miniature sketches than whole acres j of though spoiled canvas that we often seeat tx j bibitions,biography
B6058,['3206650'],  the autobiography of an indian princess by sunity devee maharani of cooch behar i2s net john murray india is so much in the air just now that this intimate glimpse into the thoughts and actions of the daughter of a famous leader of indian religion will be greatly in demand by all who wish to know more of that unsettled coner of the empire the princess writes with evident anxiety to make her meanings clear to english readers taking pains to explain any obscurity so that her book as a study of indian life will appeal even to the most casual student of eastern affairs her accounts of the struggles against  caste of the developmentof the brahmosomaj creed of social functions of her travels and personal experiences at home and abroad make extremely interesting reading especially curious is the docile attitude of the indian wife to her husband and the description of the betrothal and marriage of the princess indicate the wide differences that divide the east from the wvest but it is just these differences that make the autobiography the fascinating document it is from the origin nd evolution of the a mpi human race tausmbai by albert cburchward allen  unwin,biography
B3378,"['8868540', '6657197']",  memoirs of a highland lady literature edited by lady strachey murray we were once shown a picture by raeburn of an elderly scotchman an elderly scotch gentlewoman and a beautiful scotch girl they were said the owner an uncle who had fought under clive his maiden sister and their nieceall johnstones of alva if memory serves aright that group has been recalled by this most charming book which like the picture suggests a scotch jane austen much more janeaustenish than susan ferrier its author elizabeth grant was born in edinburgh may 7th 1797 had an unhappy first love in 1815 was married in 1829 in bombay cathedral to col afterwards general henry smith of baltiboys lived thereafter in ireland and died november 16th 1885 she was the eldest of the five childrentwo sons and three daughtersof sir john peter grant of eothiemurchus 1774  1848 by his english wife jane ironside whose father was a long  descended clergyman at houghtonle spring sir john peter the only son of a doctor had succeeded in 1790 to the rothiemurchus property by the death of his uncle he was an edinburgh advocate and london barrister sat as whig member for grimsby and tavistock and in 1827 having frittered away his 2000 a year and gone bankrupt was appointed a judge in bombay and knighted later he was chief justice at calcutta these memoirs written by mrs smith for her children during 184567 come down only to 1830 and record her life in london at thorley hall hertfordshire at the doune in rothiemurchus on speyside at university college oxford of which dr james griffith one of her numberless cousins was master in london again in edinburgh and in india they have already been privately printed and now are generously given to the world with a brieftoo briefintroduction by a niece lady strachey no book of the kind has proved more delightful  if ever i write a novel mrs smith says once and about 1826 she and a sister mary did between them produce  a bundle of rubbish for some forgotten inspector and received 40 in return that rubbish might repay recovery but a novel by her yes we could wish she had written a novel as it is these five hundred pages would set up a dozen presentday novelists and might have furnished themes to the great poets of the past here is one that is truly wordsworthian the young people were not of rothiemurchus they lived up in glen feshie a great way from our march and they had not long been married he was either a small farmer or the son of one or merely shepherd to a more wealthy man i am not sure which but his business was to mind a large hock that pastured on the mountainsat the beginning of a heavy snowstorm our young husband departed on his round of duty the wife was preparing for her first baby  she was also busy with her wheel the first work of a newlymarried notable highland girl being the spinning and the dyeing of a plaid for her husband she baked the bread she trimmed her fire and she busked her house then took her wheel and by the light of a splinter of quick fir laid on a small projecting slab within the chimney she wore away the long dark hours of that dreary winters night ever as the storm lulled for a while she bent to listen for the voice she expected at the door which poor young thing she was never to hear again for he never returned from those wild mountains they sought him for days  no trace of him could be discovered when the snow melted and the summer flowers burst into bloom party after party set out in quest of his remains all unsuccessfully it was not till late in autumn when our gamekeeper was on the braeriach shooting grouse that he saw on a shelf of rock midway down a precipice a plaided figure it was all that was left of the missing shepherd and his collie lay dead beside him deceived by the snow he had wandered miles away from his own ground and must have died from exhaustion after a fall on to this sheltered spot his widow was past all knowledge of his fate  her anxiety had brought on premature childbirth fever ensued and though she recovered her strength her mind was gone she lived in the belief of the speedy return of her husband went cheerfully about her usual work preparing things for him going through the same routine as on the day she lost him  baking sweeping putting on fresh peats and ending with her wheel by the side of the clean hearth in the evening she would show her balls of yarn with pride to the kind neighbours who looked in upon her and the little caps she was trimming for the baby that was lying alongside the bones of its father in the kirkyard sometimes in the evening they said she would look wearily round and sigh heavily and wander a little in her talk but in the morning she was early up and busy as ever she was never in want for every one helped her but though she was so much pitied she was in their sober way much blamed the highlanders are fatalists what is to be must be  what happens must be born patiently we must  dree our weird all of us this needs no praise of ours for it could not have been told more beautifully and it is but one of passages innumerable that cast a vivid and direct light on the olden manners and thoughts of the highlanders there was no deep religious feeling among them in those predisruption days fairy legends old clan tales forebodings and prophecies were quite as much believed in as the bible the minister of duthil possessed only two english sermons though he altered the texts to give them an air of variety his brother of alvie known as parson john used often for lack of matter to treat his congregation to a screed from the newspapers once learning in the weektime that he had been spreading false rumours he next sunday after the psalm and the prayer and the solemn giving out of the text raised his hands and ejaculated  my brethren it was a lees i told you last sabbath day the fusion of classes from duke to peasant was singular yet not so singular among people where of two brothers one from a footboy had risen to be general whilst the other was only a retired private with a pension of sixpence a day and with a daughter a kitchenmaid in the house where her uncle visited these were grants and of grants grants grants nearly seventy figure in the excellent index not all of them quite entitled to the surname thus there was annie grant the accidental daughter of mrs smiths great  great  uncle a bare  footed herdlassie once she was admitted on terms of perfect equality to sir john peters family and marrying an indian general became a welcome guest at newstead and kensington palace the consumption of whisky was vast at the doune one bottle of it every morning was placed on the sidetable and another was the allowance in the pantry in 1809 some of the volunteer officers appeared  for the first time in the drawingroom to teaand sober the very poorest cottages could offer whisky and all the men engaged in the wood manufacture drank it in goblets three times a day one day a woman  with a child in her arms and another bit thing at her knee came up to the house  the horn cup was duly handed to her she took a  gey guid drap herself and then gave a little to each of tne babies  my goodness child said my mother to the wee thing that was trotting by the mothers side 4doesnt it bite you  ay but i like the bite replied the creature the book is not purely highland scattered here and there in its five hundred pages are all sorts of glimpses of wellknown even great people shelley was at university when in 1810 elizabeth grant went to stay there with her cousin she describes him as slovenly and very insubordinate and as making when reprimanded extraordinary gestures expressive of humility under reproof so as to overset first the gravity and then the temper of the lecturing tutor at the hampstead villa of an uncle william frere she sometimes in 1823 met that poor mad poet coleridge who never held his tongue but stood pouring out a deluge of words meaning nothing with eyes on fire and his silver hair streaming down to his waist edward irving too came there he struck her as very dirty and joanna baillie  a nice old lady scott she was never in company with and the idea of the highlands given by  waverley seemed to her utterly at variance with truth none the less this passage under 18178 ii interesting  walter scott went out very little and when he did go he was not agreeable generally sitting very silent looking dull and listless unless an occasional flash lighted up his countenance in his own house he was another character especially if he liked his guests it was odd but sir walter never had the reputation in edinburgh he had elsewherewas not the lion i mean his wonderful works were looked for read with avidity praised on all hands yet the author made far less noise at home than he did abroad the fat vulgar mrs jobson whose low husband had made his large fortune at dundee by pickling herrings on being congratulated at the approaching marriage of her daughter to sir walters son said the young people were attached otherwise her jane might have looked higher it was  only a baronetcy and quite a late creation  then there are stories of lady eldon and her sisterinlaw lady stowellone thrifty one something more for the first when her husband was earning thousands a year would make the carters hold up the coalbags and shake them as they were emptied into the cellars she herself standing at the window of her lords fine mansion and giving a little nod as each empty sack was laid on the pavement whilst the second grudged her husband his clean daily shirt and used herself to take a nights wear out of the cast one for a bedgown the future lady byron burnss bonnieleslie one of the cleverest women of her age mrs thrale catalani mrs siddons sir augustus deete the original we believe of harry richmonds father basil hall john clerk of eldin jeffrey canning the abbe sieves and many more emerge and disappear in connexion with prince augustus anice point of etiquette comes up  that with royalty to dinner one must not have fingerglasses for nobody ever washes before royalty still after all we like the highland folk best there was old lovat who when on a visit to cluny in 1809 took the strange whim that he was a turkey hen  44 and so he had made a nest of straw in his carriage and filled it with eggs and a large stone and there he sat hatching never leaving his station but twice a day like other fowl and having his supplies of food brought to him they had at last to get lady clunys henwife to watch a proper moment to throw out all the eggs and to put some young chickens in their elace when lovat satisfied he had accomplished ia task went about clucking and strutting in the midst of them there was elizabeths greatgreatgrandfather patrick grant surnamed macalpine 16651743 who never slept at night without praying for two men rob roy and the duke of gordon rob roy having helped him at a pinch to best the mackintosh macalpine whose soft white womanish hands could draw blood from any other mans fingernails himself always went about with twentyfour gaily dressed followers  he was judge and jury in one and with halter or dirk these carried out his stern sentences he married twicefirst the highborn mary grant and then in old age a lowborn rachel grant who after his death fared ill at the hands of the wife of the  spreckled laird her stepson  once after the service in the kirk was over poor lady rachel stepped up with her fan in her hand to the corner of the kirkyard where all oar graves are made and taking off her highheeled slipper she tapped with it on the stone laid over her husbands grave crying out through her tears  macalpine macalpine  rise up for ae halfhour and see me richted   she had born him four sons the third of whom elizabeth saw often for he lived until 1813 or a hundred and fortyeight years from the birth of his father this was dapper little capt lewis grant who was also twice married and who lived with his first wife for years without speaking a word though they occupied the same rooms and every night played backgammon together and there was in 1814 a very old mrs macintosh of borlam  mackintosh of borium a daughterinlaw of the brigadier who lived at kin gussie with her daughter the widow of a major macpherson and a comely widow too   the leddy borlam was said to be not far from ninety years of age upright active slender richly dressed for her station and with a pleasant countenance her handsome silks caused many a sly remark she was the widow of a neighbouring freebooter whom sir thomas dick lauder endeavoured to portray as  lochandhu there were many tales current of his doings in our part of the country a cave he hid his treasures in was still open on the hill at belleville for he did not deal in black cattle only  no traveller was safe when borlam wanted his wife was said to have been frequently occupied in picking out the marks in the fine holland ruffled shirts it was his especial coxcombry to appear in and it was more than whispered that he had given her braivs enough to last beyond a lifetime  seemingly a true suspicion for the lady borlams silks would stand alone and she had plenty of them with them she wore the highland mutch the high clear cap of fine muslin trimmed in her case with flanders lace and calm as a princess she moved about in her illgotten gear she was a wonderful old woman keen merry kindly and as cute as an irishwoman never tripping in her talk or giving the remotest hint of the true character of her lamented husband we had marked for quotation a score of other things as the dutchlike interior of the inn at seaham the floating of the timber to the spey the floaters ball the eagles  ospreys that built upon lochaneilein the bediamonded aldermanesses at margate with their tumblers of brandyandwater the middleaged beauty who wriggled about like an eel at the mention of any of her numerous fancied admirers and the horrible upbringing of the grant children icy baths through the winter the fathers whip on occasion the dark closet and starvation for thirty whole hours till some detested spinach was eaten but we must leave a few lines for faultfindinga very few will suffice the typethat of the private issueis cramped and repellent a future edition should be in two volumes with a portrait if possible of mrs smith and with views of the doune thorley hall belugas c though not without interest the thirty pages on the tour in holland might perhaps be omitted and the sixty on india  but there should certainly be a few footnotes explanatory and sometimes corrective the northern meeting was started in 1788 not soon after 1797 the eothiemurchus spectre is a headless fiend whom to see is madness and to meet inexorable death the account of the sobieski brothers is ludicrously wrong alike by their own legend and by known facts certain books like the autobiography of mrs fletcher might here and there be cited with advantage a small hexameter on p 125 must be a misprint and  expletives is oddly misused on p 230 but what we should like best of all is a little more information about the writer of these 1 memoirs we admire them greatly but cannot feel certain we should have loved their author  memoirs of a highland lady the autobiography of elizabeth grant of kathie murehua 1797  1830 a highland lady edited by lady otracney jolin murray the grants of kothiemurchus are a younger branch of that great house of grant which by judicious obedience to the powers that were succeededin keeping their lands in the north at tunes when more hotheaded dans were disinherited rothiemurchus itself is a beautiful place among pine woods and the stock which dwelled there has always been a vigorous one giving many honest soldiers and less conspicuously honest lawyers to history this book is the autobiography of a lady of the house written many years latera sort of chronicle of youth and childhood and the doings of highland gentlefolk in england and at home in the faroff days of the early century the extraordinary thing about the chronicle is its entire simplicity one might compare it with the gossip of dorothy osborne or the memoirs of another highland lady of the same clan mrs grant of laggan who told the story of the princes arrival at gortuleg after culloden but it would be hard to parallel the unadorned veracity miss grant of rothiemurchus has no care for tiie figure she cuts in the readers eye she confesses to naive tastes in literature with absolute frankness she never affects interest or knowledge she does not possess and she is quite open with her dislikes in its way the ohronicleisa very intimate one for it tells the whole inner history of a respectably important family tells it too with no omission of darker scenes till one is fairly forced into a lively interest in the whole kin we hear of the early days in lincolns inn fields and of the holidays at wateringplaces then of the long years in the highlands varied with seasons in edinburgh and occasional jaunts further south and then at the last of the money troubles consequent upon an injudicious union of highland hospitality with political ambition of the indian judgeship for the father and of the marriage of the diarist when eliza grant takes final leave of us it is not easy to separate the purely literary qualities of the book from the extraneous interest of the matter the style is without art but direct vivid and at times fired with a genuine emotion parts might have been left put without hurting the book but as it was originally published for the family there is reason for its completeness but even as it stands there is a certain rough unity of effect in each part of the memoirs which is the product not of art but of a faithful memory by far the best are the rothiemurchus chapters but the early days in england were not without interest the children were brought up on a spartan planup at six cold water summer and winter and a breakfast of porridge but they were a set of little madcaps even in those primdays and were none the worse for the training the long journeys between the highlands and london gave food for childs fancy what impressed the small elizabeth in edinburgh was the  size and brightness and cleanliness of the houses and the quantity of gooseberries to be bought for a penny nowadays the houses are not particularly bright and clean and the present writer never found gooseberries cheaper there than elsewhere she meets lord lovat is much impressed and little wonder for he was the good man who persisted in believing himself a hen and sat hatching eggs by the hour in a nest which he had made in his carriage in 1810 she went with her sister to orford to stay with the master of university and a dreary place she found it  two facts struck me young as i was during our residence in oxford she writes  the ultra  tory politics and the stupidity and frivolity of the society she carried on a childs flirtation with a young gentleman who played the french horn and she was much shocked by young mr shelley  the ringleader in every species of mischief within our grave walls was mr shelley afterwards so celebrated though i should think to the end halfcrazy he was very insubordinate at university always infringing some rule the breaking of which he knew would not be overlooked he was slovenly in his dress and when spoken to about these and other irregularities he was in the habit of making such extraordinary gestures expressive of his humility under reproof as to overset first the gravity and then the temper of the tutor soon after the whole family retired to the highlands for good and the next few chapters give a very pleasant account of life at kothiemurchus where civilisation had not yet wholly driven away old customs on the way to the north the father read childe harold then newly out to the children   i was not given to poetry generally says the chronicler then as now it required  thoughts that rouse aud words that burn to affect me with aught but weariness but when after a second reading of this passage my father closed the pamphlet for a moment saying  thia is poetry i felt that he was right and resolved to look the whole poem over some day at leisure  the whole tale of the journey is excellently and freshly done and so too the account of the simple household and its retainers among them  old john mackintosh who brought in all the wood and peat for the fires pumped the water turned the mangle lighted the oven brewed the beer bottled the whiskey kept the yard tidy and stood enraptured listening to us playing on the harp like daavid  the grants were a remarkable clan for the cotters and foresters sons had a ueer habit of suddenly leaving home and generally getting somehow or other to india whence they returned generals and baronets and men of fortune nothing indeed in the whole book is so extra ordinary as the impression given of the vigour of these highland adventurers who rarely returned from the great world beyond the hills without some very substantial prize distinctions between classes too were not rigid in the north miss grant has a deep scorn of the english lower and middle classes but in scotland all are gentlefolka belief which probably originated in the clan feeling which bound the humblest grant to his chief  and certainly we find barefooted highland girls making great marriages and every social barrier turned topsyturvy there are many vivid little descriptions of scene and life in these pages for miss grant had a seeing eye and some skill in words take this of the highland kirk the girls had a custom in the springy of washing their beautiful hair with a decoction of the young buds of the birch trees i do not know if it improved or hurt the hair but it agreeably scented the kirk which at other times was wont to be overpowered by the combined odours of snuff ana peatreek for the men snuffed immensely during the delivery of the english sermon they fed their noses with quills fastened by strings to the lids of their mulls spooning up the snuff in quantities and without waste the old women snuffed too and groaned a great deal to express their mental sufferings their grief for all the blackslidings supposed to be thundered at from the pulpit lapses from faith was their grand selfaccusation lapses from virtue were alas little commented on temperance and chastity were not in the highland code of morality both in the highlands and in edinburgh where the family went in the season there was no lack of great folk to be seen across the river at kinrara the famous duchess of gordonthe friend of burnsentertained large house parties the writers comments on people are forcible and plainspoken she objected to lord tweeddale because he had that flat maitland face which when it once gets into a family never can be got out of it the account of the old edinburgh society is entertaining she classifies it into setsthe exclusive the cardplaying the quiet countrygentleman the fashionable and the literary she met all varietiesthe jeffreys sir david brewster  the crazy lord buchan who collected such relics as a tooth of queen marys and a bone of james the fifth harry erskine john clerk of eldin about whom she has many stories to tell and sir walter himself there is also a welldrawn portrait of canning whom she met in holland she is most fearless in confessing her opinions she confesses that she found waverley intolerably dull peter the great she thought only a  lunatic barbarian   coleridge whom she met at highgate is a poor mad poet who never held his tongue but stood pouring out a deluge of words meaning nothing with eyes on fire and his silver hair streaming down to his waist the chief thing that impressed her about edward irving was that he was  very dirty she is severe on the two sobieski stuarts and is highly scornful about their pedigree but one might say something on the other side her sister jane goes to abbotsford on a visit jane was in an ecstasy the whole time sir walter scott took to her as who would not p they rode together on two rough ponies with the ettrick shepherd and all the dogs and sir walter gave her all the border legends and she corrected his mistakes about the highlands we h ive left ourselves little space to quote any of miss grants stories the book is not all comedy for the account of the final parting from rothiemurchus has a pathetic simplicity which cannot fail to move the most casual reader but the prevailing tone is a cheerful one and we would take leave of the pleasant company by setting down two out of the many excellent tales  a coach was started by some enterprising person to run from the dukes arms at dunkeld to blair during the summer season the announcement read as follows pleasing intelligence the duchess of athol starts every morning from the  dukes arms at eight oclock the other is told of lord eldin  some one having died a man of birth and fortune in the west country celebrated in his life for drawing pretty freely with the longbow it was remarked that the heir had buried him with much pomp and had ordered for his remains a handsome monument  wi an epitaph said john clerk in his broadest border dialect  he must hae an epitaph an appropriate epitaph an well change the exordium out o respect instead o the usual here lies well begin his epitaph wi here continues to lie,biography
B7021,['3164970'],  the hooligan nights by clarerct rook 6s grant richards one thing at least ahr rook makes evident and that is that the submerged tenth are by no means an unhappy fraction of humanity they combine the resources of civilisation with the freedom of primitive savagedown and if young alt may to taken as a type hare an uncommonly gocd time the existence of law and authority simply gives a needed zest to life and policemen are the saue iiquaxte of exittence alf is a shocking character undoultedly but fascinating nevertheless and the continual novelty and adventure of his life are dangercusly attractive if from henceforth there is a great increse in the numbers of our criminal population we sadly fear mr clarence rook will be to blame mr clarence roc k fri m phcio by a lcwis,biography
B1342,['9423732'],  nostromo a tale of the seaboard by joseph conrad harper  brothers this is a perfectly amazing book opinions may vary according to the varying degrees of comprehension brought to bear upon it with reference to its interest its charm its artistic completeness and so forth but all will agree that it is an amazing piece of work it is less a novel than an opera in prosethe longest ever written its division into chapters and books appears to be purely arbitrary gratuitous and unnecessary perhaps probably an authors tribute to the fixity of the canons and standards of his art but they have no particular meaning these printed divisions the sounding musio of the tale rises and falls fades and swells advancing ever to the ordered crash of its finale without reference to parts and chapters and with a force and certainty that are at once splendid and fascinating the authors favourite knack of making his characters tell his story for him in narrative style one to another is freely indulged here and with a magnificent disregard for the dangers of digression and retrospection fifty pages of retrospection are as nothing to mr conrad and so fine and strong is his prose so brilliant are the colours he uses that only the trained reader is likely to recognise the daring nature of his method for grim ironic humour it would be hard to match the passage describing the handling by a brutal soldiery of the terrorsmitten israelite hirsch there are whole pages in which every word seems deeply charged with thought though every sentence is vivid and melodious nostromo is a romantic tale of politics adventure and intrigue in a maritime republic of south america yet before all eke it is a novel of character one is inclined to dispute the authors apparent conviction that the man nostromo is the principal figure but that may be only on account of the wealth of characterization lavished upon innumerable other figures in this fine achievement,biography
B5277,"['8880211', '6788507']",  the history of sir richard calmady a romance literature f new novels  by lucas malet methuen co what sort of novel shall we have next the political the romantic the theological and so many more types come and go and still we are left waiting for the satisfying one all they do just at present is to increase not in grace but in length what we really want for a change is a little human nature pure and simple and not such a weight of environment and side issues the history of sir richard calmady is not the desire of ones eyes but it begins its 618 pages pleasantly enough mrs harrison starts with a leisurely account of her heros forbears their fair domain near the surrey hills the family legend and the family curse six hooks each with its title are subdivided into chapters headed by something of a meredithian turn but the atmosphere is alas more clinical than meredithian the skilful surgeon rather than the comic muse hovers over the scene of these gloomy yet clever pages elegant trifling and witty divagation enter rarely the history of sir richard calmady cannot have been lightly undertaken nor is it lightly executed the leading motive is of such a gruesome kind that the few featherheaded remarks of the amiable fallowfield are all the more welcome his son ludovic has also a whimsical  way with him but we seem to have met his kind before only better realized lord fallowfield may be superficial and like some of the other characters superfluous yet he is not so superfluous since his reflections or want of reflection serve on several occasions to relieve the severe tension of the story as its matter is not unlikely to raise the question of the legitimate province of the novel it must be clearly stated briefly it is this  the year 1842 when the actual story begins ushers in the marriage of two wellborn and extremely fine specimens of the human race they are the parents of the future sir richard and are well dowered not only with a high spirit youth and beauty but with great worldly possessions on richard himself all subsequent events turn he is the centre and pivot of the story and on certain physical disabilities of his everything depends his is the sort of case in fact that might be supplied by any medical record but could only have been applied to fictional purposes by a writer of stout nerves for richards horribly dwarfed and crippled condition is not used episodically but is from first to last though dominant factor and the constant interest though he makes head against it for a long time with courage and nobility the plot is as it were against him from the beginning he comes into the world with a  superb  head and shoulders but shorn of the half of each of his legs with we are told but too explicitly feet protruding from the  stumps and arms almost reaching the ground richard is in fact the victim of an obscure prenatal process scientifically termed spontaneous mutilation the fathers death has taken place before his sons birth but not before he has suffered amputation of both his own legs owing to an accident the shock of his death and the manner of itthe days of chloroform had not dawned  also it is suggested the sight of a velasquez  dwarf in its frame have together made a fatal and irreparable impression on the mind of the boys mother surely the student of biology is more fitted to weigh this kind of evidence than the reviewer the result at any rate in the book is a being totally and irretrievably disgraced in physiquea monster this is the situation and this the hero offered to the casual reader we need scarcely add that to follow his long career is not to tread in paths of peace or pleasantness mrs harrison seemingly undismayed by her dismal task has taken him not on the ideal lines of miss mulocks old story  a noble life but more in the  modern spirit and manner in spite of the nature of the theme and the objections that may be offered to it the treatment if not particularly distinguished from the literary point of view shows at times a fine and dignified attitude in the mother and in the afflicted child a sweet and natural boyishness but it cannot in our eyes cover or redeem the inherent grotesqueness and repulsiveness of the subject the mother a woman nobly planned to warn to comfort and command weighed down by an irremediable sorrow and an everpresent terror on the very threshold of a life that had promised only fair things is a beautiful study of resignation and courage if we cannot look on her as a really vital creature but merely as one carefully and at times successfully vitalized the fault is of course our own the tracing of the physical moral and mental history of an abnormal being at the various crises of his fate and the fine and sympathetic influence of the mother show no doubt strong imagination and a great mastery over difficulties of the actual and probable effects of his affliction the author supplies disquieting and unmerciful glimpses one scene stands out as in some parts stronger and more human than the rest because it is in some ways more restrained it is when richard disappointed in his first hopes of marriage desperate in his fierce sense of humiliation and the aloofness of his fate and with all his vital energies in full cry confronts his mother in his bitter determination to live  fully if not worthily nothing is spared elsewhere nor even here perhaps that could agonise a proud yet gentle woman whose sons dire misfortune is in every sense her own the fifth book called  the rakes progress shows the most conspicuous faults of the enterprise unless indeed as we begin to believe the enterprise itself is the greatest fault of all the evil or diabolic side of life conveyed by it rings hollow the writing is overcharged lurid yet inadequate the author seems quite out of her depth here the neapolitan crisis is hardly more unpleasant than incredible and out of focus to use a bludgeon where a more delicate instrument might serve is always a mistake but the more one fastens on errors of detail and there are many and attempts to criticize the deeper the conviction grows that the whole scheme and substance of the book are radically untrue to life and out of drawing besides the story actually closes not on the tragic note but in england to the sound of sir richards wedding bells and the building up of a moral if not a physical ruin  fiction the history of richard cal shady  a romance by lucas malet methuen 6s when you see richard calmady sitting at table he is an apollo his splendid head his strong clearcut face which has all that gallant beauty which comes only to the children of true lovers his broad shoulders and noble carriage all mark him clearly as a man among men but see him stand upon the ground the hideous deformity in his stature allowing his long arms almost to touch the floor see the grotesque shuttle which is his laborious substitute for a walk see him even sittingwhen once the concealing table is removed and those legs ending at the knee are disclosed in all their ghastly rigidityand the apollo is at once forgotten and he becomes merely one of those repulsive freaks of a country fair with whom he himself could not fail to recognise his relationship and the very clear distinction of these two impressions scarcely ever confused which are produced by his physical personality is characteristic of his effect as a literary character the reader never sees him all at once the table may be there to conceal his legs and ones admiration may be concentrated on the apollo  or the deformity may obtrude itself on the view and one can think of nothing eke richard is either one or the other never a combination of the two and the consequence is that he does not end in being a very real person the artistic justification of richard and his deformity is in fact not himself but his influence upon others and especially upon the opposite sex he is himself more or less of a dummy an ingeniously but rather morbidly contrived prism by which all the many colours in that very subtly blended spectrum a womans sexual personality may be ascertained decomposed and separately set forth many women are successively put under the lens and subjected to the experiment there is clara the housemaid who nursed the young dwarf in his youth and wept when he resolved that he was old enough to have a valet there is mrs chifney the trainers wife at the stables who also wept simple soulbecause she thought he had a face with the resignation of an angel there is little lady constance quayle she too wept when richard released her from the engagement of marriage into which she had been forced by her relations but the three important patients the three characters which give the book its claim to be called real and vivid and alive are katherine calmady helen de vallorbes and honoria st quentin in these three persons the author shows with very great skill the effect of the deformity on the perfect mother the perfect sensualist and the perfect virgin it is difficult to say which of the three studies is the most admirable in all the author shows a subtlety a frankness and a tact which are insufficient to conquer ones distaste for the morbid instrument which has been chosen as the key to these womens hearts moreover all the three are drawn with an instinctive sympathy which is quite lacking in the portrait of the man and which shows even if we did not know that  lucas malet is the pseudonym of charles kingsleys daughter that the book is written by a woman perhaps of them all katherine calmady richards mother is the finest pure with that purity of one who has once sounded love to its depths and that love once lost prefers rather to remain ever afterwards chaste in the memory of the past than accept any second best in the opportunity of the present she walks through the book almost with a majesty at any rae with that calm dignity of motion which in richards eyes distinguished her so clearly from other women in a crowded room the second of the three women helen de vallorbes richards evil genius if she is certainly not a pleasant character is scarcely less real except in a few moments of crude melodrama than katherine calmady with the artistic temperaments capacities and limitations in emotion but with no more sentiment or morality in her view of life than to take the most enjoyment out of it she ends in only developing that side of human character which leads to passionate sensualism she is cruelshe was the child who laughed at richards infirmitycalculating in her pleasures and with all the subsequent repulsion for the objects of her desires which is the curse of ignoble passion to her the grotesquelydtformed richard becomes a subtle attraction she begins by inspiring him with love and ends by degrading that love to lust the character is melodramatic at times as when she is dressed in a  flowing yet clinging silken garment of turquoise shot with blue purple and shimmering glaucous green and the chief incident in her amorous relations with richard is described with quite unnecessary elaboration beyond these three characters of the book nothing else and nobody else matters richard does not matter  he is a dummy or a shadow it is perhaps just as well for if one began to consider this shortlegged hero seriously he would very soon become ridiculous cyrano de bergerac had to do a good deal of laughing at himself to maintain his heroic position in relation to his audience but even he was only grotesque as a lover  he was not grotesque as a man and a warrior the minor characters do not matter  they are not drawn with originality or comedy and they tend to become wearisome the melodramatic absurdity of some of the scenes does not matter although that of the clergyman julius march discovering thc old family legend in the library while the dwarf in the velasquez picture opposite seems to grin at him through the growing darkness is absolutely corellian in its obvious luridness the whole idea of this explanation of richards deformity by legend is unworthy of lucas malet it should be left to the how hells xnvelette the unreality of some of the dialogue does not matter although it frequently includes curiously unconversational words like  casement and  greensward and a speech by the old doctor on page 404 reads exactly like a schoolboys essay and quite unlike anything that any human being could have said in talking nothing matters in fact except that lucas malet has drawn three very real portraits of three very different but all interesting women and if we regret the rather grotesque figure which is made to assist in the development of these three characters we can forgive the author for the truth and humanity of the chief characters,biography
