bookid,selected_id,selected_review,genre
B4947,['8880336'],  tie romance of a hill station ami other stories by valette pictured by f m minns fisher unwina first attempt is always entitled to a certain measure of indulgence but the first attempt before us needs little blame it is unpretentious and the thirteen short stories connected with india are fairly good of their kind some of them are touching  they are more or loss interesting  and the writer who we suspect is a woman manages her local colouring well but they are rather thin and might have been left to seek the hospitality of a magazino,omance
B555,['8976650'],  the sword hand of napoleon by cyrus i townsend brady new york dodd mead  co si35 net this novel introduces to us a young officer of high family and great military attainments fighting for napoleon  his brother equally notable fighting for russia and on behalf of the  rightful king of france a lovely russian princess adored by both brothers and napoleon ney berthier and the other great personages of the russian campaign pass to and fro across the scene of these materials mr brady has made a sound and stirring romance full of adventure and realism  he gives a fine picture of the battle of borodino and a full tale of the horrors of the great retreat and he weaves the adventures of his protagonists into the whole texture with much skill the book may not be of striking value historically or as an exact picture of napoleon alexander and the great marshals but it is thoroughly readable as a story,omance
B4125,"['6252765', '8640526']",  transformation or the romance of monte beni by natl a niel hawthorne 3 vols smith  eldersince the publication of his last work seven years ago mr hawthorne has spent some time in rome where the scenes of  transformation  are almost exclusively laid judging from internal evidence we should conclude that his visit to the eternal city was very short limited probably to two or three winter or early spring months and of course including the carnival although the book is full of rome and of art the authors acquaintance with either is evidently superficial of italian rome he knows nothing of rome in summer he knows nothing of society and even of that curious phase of society exhibited by the  artist life  in rome he knows little or nothing it is true that none of those subjects fall specially within the scope of his book but any one who has lived long in rome and penetrated however slightly within the barriers of galleries and studios must have shown some glimpses of the knowledge he would thus acquire for which we look in vain through the three volumes of  transformation every thing told us about the city itself might have been gathered during a few weeks perambulation of its streets under the charge of a clever cicerone or with the perhaps more intelligent companionship of a guidebook and as for art mr hawthornes treatment is very simple he takes some of the most celebrated works guidos  beatrice cenci  archangel michael or the  cleopatra and makes studies of them though not with the sympathies of a pictorial but those of a rhapsodical artist in other respect also his sympathies are singularly narrow and national that the personages of his fiction when anglosaxon it alleven to the anonymous priest who crosses the storyshould be american or as the author prefers to call them new englanders is excusable enough he has the most perfect right to select his characters from his fellowcountrymen but that every modern work of art which he mentions with eulogy should be the production of new england genius while the only old english name introduced is that of gibson brought forward solely to controvert that artists wellknown theory of tinted statuary shows a narrow exclusiveness of mind which we did not expect to find in mr hawthorne the chief excellence of the book lies in its descriptive passage mr hawthorne has a quick eye for scenery natural or architectural with a vivid style and ready command of pictorial language which euable him to describe with force and felicity his enthusiasm for antiquity and art is also genuine though somewhat spasmodic as a work of fiction  transformation with its scanty incident its unsolved mystery and its inconclusive conclusion will hardly satisfy the english novelreader the story more a mystery than a horror would seem to have been founded upon that remarkable legend mentioned in  coningsby of the highly respectable county family of featherstonehaugh who for several generations had been distinguished by the strange and humiliating peculiarity of being born with sheeps tailsa fact which they had kept secret for generations but at length they took decided measures to get rid of this inconvenient appendage so  transformation  represents first the peculiarity and then the change which befalls a certain donatello count of monte beni who was born to long furry ears like a faun at his first introduction to the reader donatello is standing by the faun of praxiteles and some artist friends comment upon the resemblance between the man and the statue not only in external likeness but also in character  no faun in arcadia says one of them  was ever a greater simpleton than donatello he has hardly a mans share of wit small as that is it is a pity that there are no longer any of this congenial race of rustic creatures for him to consort with the resemblance is afterwards worked out with much skill and gracefulness marred only by incessant references to donatellos strange reluctance to show his ears on this lighthearted halfwitted and irresponsible creature a total change is effected by the perpetration of a hideous crime the agent of his transformation is called miriam who seems to have dispensed with any other name a being of course endowed with surpassing beauty who lives in a studio and is a mystery she is persecuted by a most disreputablelooking old man who claims to possess some secret by which he is enabled to control her destiny his name is never told nor his secret revealed and the whole idea has been oftenand we must add much betterworked out in the london journal and other penny periodicals donatello who has become attached to miriam gets provoked by the reiterated appearances of her persecutor always at inopportune moments and at length takes an opportunity of tumbling him over the tarpeian rock the revulsion caused by this crime transoms him from a halfwitted lighthearted faun to a responsible but melancholy man a strange and uncomfortable sort of connexion then springs up between the pair whom this murder has joined together and their final fate is left in impenetrable mystery miriam throughout the btory has nothing womanlike about her she resembles rather what the old demonologiets termed a  succubus and is last seen tossing her arms wildly about in the pantheon of donatellos destiny we can form only an unpleasant suspicion that he has fallen into the hands of the police besides this pair there is another hilda and kenyon the former a paintress and type of virgin purity the latter a sculptor and a model loverboth natives of new england and both mere abstractions or rather lay figures who talk aesthetics and philosophy get mixed up more or less with miriams mystery and donatellos crime make love to one another in a very insipid manner and in the end marry and return to their native land mr hawthorne has done and we hope will do much better than this we trust to meet him again on more congenial scenes his  scarlet letter and  house with seven gables have shown that he can draw the character of new englanders right well when he meets them  at home  in new england  transformation or the romance of monte beni by nathaniel hawthorne 3 vols smith elder  co not with impunity can a novelist produce two such bookseach of its class perfectas the scarlet letter and the house of the seven gables he is expected to go on and his third and fourth romances will be measured by their two predecessors without reference to the fact that there may be slow growth and solitary perfection in works of genius the yew and the locusttree have different natural habits then for one to whom all europe is looking for a part of its pleasure to stop the course of his labours is a piece of independence hard to forgive thirdly there is hazard in an attempt to change the scale of creative exercise when an artist has shown himself perfect in the one originally adopted the masters of cabinet  painting whom it would be wise to commission to cover a ceiling are not many raphael could produce the pitti ezekiel and the cartoons it is true rembrandt could paint the temple scene in jerusalem which england possesses as also the gigantic duke of gueldres in the berlin gallery  but raphaels and rembrandts are few it is only fit fair and friendly that the above three considerations should be allowed their full weight in adjudging the merit of mr hawthornes fourth and longest work of fiction produced after the pause of many years it would be idle to appeal to them were the production which calls them forth not a remarkable oneone of the most remarkable novels that 1860 is likely to give us whether from english french or american sources such an italian tale we have not had since herr andersen wrote his  improvisatore how potent is the spell of the south as filling the memories and quickening the imagination of the stranger how powerless over her own strongest sons in literary works of art and fancy we have occasion to see almost as often as we take up an italian novel mr hawthorne has drunk in the spirit ofitalian beauty at every pore the scene of this romance is principally at rome and the writers intense yearning to reproduce and accumulate his recollections of that wonderful city appears to have again and again possessed itself of heart and pen to the suspense not damage of his story who would object to avait for the progress of passion and the development of mystery on being beckoned aside into such a land of rich and melancholy enchantment as is disclosed in the folloaving exquisite picture of the borghese gardens  the entrance to these grounds as all my readers know for everybody nowa days has been in rome is just outside of the porta del popolo passing beneath that not very impressive specimen of michael angelos architecture a minutes walk will transport the visitor from the small uneasy lava atones of the roman pavement into broad gravelled carriagedrives whence a little farther stroll brings him to the soft turf of a beautiful seclusion a seclusion but seldom a solitude for priest noble and populace stranger and native all who breathe the roman air find free admission and come hither to taste the languid enjoyment of the daydream that they call life   the scenery amid which the youth now strayed was such as arrays itself in the imagination when we read the beautiful old myths and fancy a brighter sky a softer turf a more picturesque arrangement of venerable trees than we find in the rude and untrained landscapes of the western world the ilextrees southeast ancient and timehonoured were they seemed to have lived for ages undisturbed and to feel no dread of profanation by the axe any more than overthrow by the thunderstroke it had already passed out of their dreamy old memories that only a few years ago they were grievously imperilled by the gauls last assault upon the walls of rome as if confident in the long peace of their lifetime they assumed attitudes of indolent repose they leaned over the green turf in ponderous grace throwing abroad their great branches without danger of interfering with other trees though other majestic trees grew near enough for dignified society but too distant for constraint never was there a more venerable quietude than that which slept among their sheltering boughs never a sweeter sunshine than that now gladdening the gentle bloom which these leafy patriarchs strove to diffuse over the swelling and subsiding lawns in other portions of the grounds the stonepines lifted their dense clump of branches upon a slender length of stem so high that they looked like green islands in the air flinging down a shadow upon the turf so far off that you hardly knew which tree had made it again there were avenues of cypress resembling dark flames of huge funeral candles which spread dusk and twilight round about them instead of cheerful radiance the more open spots were all abloom even so early in the season with anemones of wondrous size both white and rosecoloured and violets that betrayed themselves by their rich fragrance even if their blue eyes failed to meet your own daisies too were abundant but larger than the modest little english flower and therefore of small account these wooded and flowery lawnb are more beautiful than the finest of english parkscenery more touching more impressive through the neglect that leaves nature bo much to her own avays and methods since man seldom interferes with her she sets to work in her own quiet way and makes herself at home there is enough of human care it is true bestowed long ago and still bestowed to prevent wildness from groaving into deformity and the result is an ideal landscape a woodland scene that seems to have been projected out of a poets mind if the ancient faun were other than a mere creation of old poetry and could have reappeared anywhere it must have been in such a scene as this in the openings of the wood there are fountains plashing into marble basins the depths of which are shaggy with waterweeds  or they tumble like natural cascades from rock to rock sending their murmur afar to make the quiet and silence more appreciable scattered here and there with careless artifice stand old altars bearing roman inscriptions statues grey with the long corrosion of even that soft atmosphere half hide and half reveal themselves high on pedestals or perhaps fallen and broken on the turf terminal figures columns of marble or granite porticoes arches are seen in the vistas of the woodpaths either veritable relics of antiquity or with so exquisite a touch of artful ruin on them that they are better than if really antique at all events grass grows on the tops of the shattered pillars and weeds and flowers root themselves in the chinks of the massive arches and fronts of temples and clamber at large over their pediments as if this were the thousandth summer since their winged seeds alighted there what a strange ideawhat a needless labourto construct artificial ruins in rome the nativesoil ofruin buteventhesesportiveimitations wrought by man in emulation of what time has done to temples and palaces are perhaps centuries old and beginning as illusions have grown to be venerable in sober earnest the result of all is a scene pensive lovely dreamlike enjoyable and sad such as is to be found nowhere save in these princely villaresidences in the neighbourhood of rome a scene that must have required generations and ages during which growth decay and mans intelligence wrought kindly together to render it so gently wild as we behold it now the final charm is bestowed by the malaria there is a piercing thrilling delicious kind of regret in the idea of so much beauty thrown away or only enjoyable at its halfdevelopment in winter and early spring and never to be dwelled amongst as the homescenery of any human being for if you come hither in summer and stray through these glades in the golden sunset fever walks arminarm with you and death awaits you at the end of the dim vista thus the scene is like eden in its loveliness like eden too in the fatal spell that removes it beyond the scope of mans actual possessions in other pages the catacombs of st calixtus the tarpeian rock the pantheon no less poetically and richly frame scenes of a passion and wild interest in harmony with their beauty most of all do we enjoy mr hawthornes sympathy with the worlds cathedral st peters having rebelled for years against the bigotry with which sticklers for pointed arches or unlearned constructions have decried this gorgeous centre of the roman catholic rite as a place mundane theatrical and out of style for such censors art nature and beauty have no existence save by the complacent favour of their own vanity we have inadvertently touched on the great scenic power and beauty of this italian romance ere offering a word on its matter and argument whether the elevating influences of remorse on certain natures have ever been taken as the theme of a story so fearlessly as here may be questioned casuists and moralists must discuss the truth of the data to mr hawthorne truth always seems to arrive through the medium of his imaginationsome faroff fantasy to suggest a train of thought and circumstance out of which philosophies are evolved and characters grow his hero the count of monte beni would never have lived had not the faun of praxiteles stirred the authors admiration and this mythical creature so engaged the dreamers mind that he draws out of the past the fancy of an old family endowed with certain constant attributes of sylvan gaiety and careless semianimal enjoyments such as belonged to the dances and sunshine of arcady such is donatello at the beginning of the tale and with these qualities are mixed up unquestioning simple love and fidelity which can take a form of unreasoning animal fury in a moment of emergency he is hurried into sudden murder for thesake of the woman he loves and with that the faun nature dies out and the sad consciencestricken human being begins in the writhings of pain to think to feellastly to aspire this in a few words is the meaning of  transformation and for the first moiety of the romance the story tums slowly with windings clearly to be traced yet poaverfully round its principal figure the other characters mr hawthorne must bear to be told are not new to a tale of his miriam the mysterious with her hideous tormentor was indicated in the zenobia of the blithedale romancehilda the pure and innocent is own cousin to phoebe in the house of the seven gableskenyon the sculptor though carefully wrought out is a stone image with little that appeals to our experience of men these are all the characters and when it is added that miriam is a magnificent paintress with a mystery that hilda is a copyist of pictures from new england and that kenyon is her countryman enough has been told to define the brain creatures who figure in the avild  romance of monte beni mr haavthorne must be reckoned aith for the second moiety of his book in spite of the delicious italian pictures noble speculations and snatches of arresting incident which it contains we knoav of little in romance more inconclusiae and hazy than the manner in which the tale is brought to its close hints will not suffice to satisfy interest which has been excited to voracity every incident need not lead to a mathematical conclusion nor coup de thcutrc as in the comedies of m scribe but the utter uncertainty which hangs about every one and every thing concerned in the strong emotions and combinations of half of this romance makes us part company with them as though ave avere aavaking from a dreamnot bidding tearful fareavell at the scaffolds foot to the convictnot saying  go in peace  to the penitent who enters a religious house for the purposes of superstitious expiationnot acquiring such late knowledge of the past as makes u3 lenient to crime wrought by feeble human nature under the goad of longdrawn torture  and thus willing to forgive and accept the solution here proposed in soshadowy a fashion buda and kenyon marry as it was to be seen they would do iu the first page  but the secret of miriams agony and unrest the manner of final extrication from it for herself and the gay faun who shed blood to defend her then grew sad and human under the consciousness of the stain are all left too vaporously involved in suggestion to satisfy any one whose blood has turned back at the adinirablo clear and forcible last scenes of the scarlet letter,omance
B2515,['3170658'],  omar the ten imaker a romance of old persia rv nathan haskell dole 6f duckworth it is a prudent rule that if you revere a poet or any great man you had better not write his life either you have great courage and you outrage a timid publicwho turns and rends youby stating what cannot safely be stated in terms of the common world or you are a sentimentalist and by paraphrasing your heros actions into some kind of accord with conventions you present a poor weak shadow of the original this story will be best liked by those who do not knowv or care for the verses of omar khayyam or indeed if we can forget that the hero of it is he and imagine another poet quoting his lines there is a great deal for us to enjoy a vivid presentation of an old persian court pictures of hunting lovemaking versemaking and intrigues and a really well put together and interesting story the personality of the hero is intelligently conceived  is natural for mr dole is a learned omar editor and much of bi imngming concerning the poet is very pretty and poetical the tale of agape the greek maiden whom the poet loved and lost is delicately told but seriously the attempt to give a body to the spirit so abundantly revealed in the rubaiyat is doomed to failure and when omar is made to play the modern critic of his own work and say  how would it be if by wine i meant also the divine intoxication of the spirit of god  we see that mr dole can blunder with too much ftry,omance
B4080,['8957429'],  the harlequin opal by fergus hume 3 vols allen  co a somewhat lengthy romance is  the harlequin opal containing much and varied material love war and the vicissitudes of the marvellous gem known as the harlequin opal are the theme the action takes place in a republic in central america and the real story opens with a plot of rebellion hatching against the reigning powers four school friends who have in early youth bound themselves to meet in london on a certain i date agree to set forth to the scene of the disturbance in a steam yacht belonging to one of the party a career of adventure follows which we need not describe they have much to contend with in the way of political intrigue skirmishes hairbreadth oscapes illness and perilous episodes of all sorts and kinds in all this the four companions play their parts according to the various temperaments assigned to each by their author two are in love with a couple of spanish  donas whom they eventually marry not without a hard fight with parents and guardians and indians spanish terms of endearmentquerida and queridoare very rife during the courtship of the young people the gigantic opalregarded by the indians with superstitious reverence as in duty bound plays a great part in the story finally it gets lost in the bed of a torrent one of the friends war correspondent to the morning planet also perishes in action success attends the rest of the party and the romance closes in an atmosphere of good will and the happyeverafter style,omance
B2189,['8909222'],  the sins of the fathers or the wye valley mystery by thomas walton elliot stock nobody who entertains a feeling of prejudice against the novel written with a religious motive is likely to be converted by this sensational story to a kindlier view  the sins of the fathers which is intended to illustrate the sudden ease with which men and women may overcome their hereditary tendencies towards evil is one of the strangest mixtures of religion and melodrama we can recall an attractive young lady is kidnapped by a gang of criminals from her secluded home in the wye valley and her blameless loverlately reclaimed from his drunken tendenciesis accused of having murdered her at almost every point in the development of this highly melodramatic plot religious emotion is made to play an incongruous part even the solution of the mystery is entrusted to reverend hands a curate with the instincts of a detective goes forth disguised to discover it mr walton writes with sincerity and ease and he evidently knows and loves the wye country well the book in fact shows some qualities that might have gone to the making of a better one,omance
B2928,"['6878179', '3194086']",  the money moon by jeffery farnol sampson low and co 6s the author of  the broad highway  has given us in his second romance a refreshing idyll bf kent the garden of england which will prove a veritable summer holiday in these dreary winter months to all who read it for mr farnol at once takes his readers to fresh woods and pastures new across gentle hills into pleasant valleys redolent with sweetsmelling newmown hay and the warm scent of ripening hops and fruit along the banks of murmuring brooks through grassy lanes fragrant with the sweetbriar and honeysuckle of the hedgerows and over styles into rich meadows with the lark singing above at heavens gate in the glorious sunshine how george bellew the young american millionaire in the guise of an obscure wayfarer met courted and at last won by an unusually bold stroke anthea devine the poor but proud mistress of dapplemere farm is charmingly and humorously told indeed a rich vein of humour runs right through this twentiethcentury arcadian lovestory while the characters are so delightfully drawn that no one will regret making their acquaintance and we must not forget the heros pipe which is very much en evidence and plays a not unimportant part nor the money moon which shines through the clouds at the right moment and provides the title  the money moon by jeffery farnol 6s sampson imu  if the charm of  the broad highway was its picturesque realism the charm of mr jeffery farnols second novel  the cmoney nloon is its dainty and delightful unreality it is almost as fantastically improbable as a dream but it is one of the happiest and most winsome dreams that ever a man remembered after he woke jilted 1w a pretty american girl who is fascinated by the title of an english aristocrat george bellew leaves his valet behind in london and sets out to tramp the road into the country hoping to find forgetfulness and balm for his wounded vanity he walks straightway into some amusing roughandtumble adventures and thence onwards into the golden meshes of a new and exquisite love affair that develops in an atmosphere of quaint humour and gracious sentiment and is shaped to an idyllic end by a series of cunningly devised disasters misunderstandings and a final daring and desperate abduction the characters are wonderfully human and real bellew himself the blundering goodhearted romanticminded american millionaire  his quaintly philosophical valet the witching miss anthca working her farm and taking in lodgers antheas man adam and her fanciful little nephew george otherwise small porges  the wistful miss priscilla and her soldier loverthey are all sketched with sympathy and humour and in the very colours of life they are actual persons playing their various parts in one of the blithest tenderest freshest and most delightfully arcadian dreamstories that was ever written,omance
B4246,['4968657'],  rose dabret oir troiebl0oi times a romance i by g p it james esq in 3 vols london 1841 atr janmes must have some patent steam apparatus for the composition of romances he averages about three per annum or one every four months fairly distancing the reviewers and almost wearying the librarykeepers this new one bears the strongest family resemblance to its predecessors rhe scene is france the time the reign of henri quatre the subject the wars of the league the charactersan heiress andher 1 wicked uncleas the eentre figure round which the king and all the other famous personals of the age are made to revolve t7he plot is as dlimsv as most of the recent ones of  this writer who scribbles too fast and too much to pay due attertinu to the getting up of his fictions there are the saiie tediously spunout dialogues and the same prosy descriptions and also the same attention to accuracy in the pictures of costumes i and manners because it is by mr james every library keeper will of course be compelled to proc ure it  but we cannot recommend those of our friends whose ofcupations compel them to be fastidious in their novel reading to waste their pre,omance
B4819,['8988976'],  king stork of the netherlands bv albert lee jarrold  sons william tne silent francis of anjou otherwise king stork and alexander farnese duke of parma are three imeosing names undoubtedly but to make istorical characters live again in a novel it is not sufficient to label them patriot prince treacherous tyrant and astute diplomatist respectively which is all that mr lee has done for his dramatis persona he is most unfortunate in his choice of language his personages to be sure are not english still the fitness of things is outraged when people belonging to the sixteenth century talk of  doing shopping and say that something transpired when they mean that it happened and matters are not appreciably mended by scattering about an occasional i wot or yestereen as befits the period which he has undertaken the author is lavish of torture assassination imprisonment and conspiracy but all through he somehow leaves us cold,omance
B2505,['8868145'],  the romances of alexandre dumas new series  af de chauvelins will sylvandre the brigand the horoscope aginor de maxdion 2 vols dent  coit is in evitable that readers of dumas in english should be conscious of a considerable falling off in the new series of the readable american translation six volumes of which are now before us almost all of the good workthe true dumashad already been translated in the first series and in what remains it is easy to see the hands of the junior members of the firm of alexandre dumas et cie as an envious rival not unhappily called the establishment to which the world owes more than twelve hundred volumes we do not suppose that even american enterprise aims at a complete translation on the other hand the stories now rendered into english have the advantage of being new to almost every reader outside france  and though none of them is to be mentioned in the same breath with the musketeers or though valois cycle they are all readable enough if the standard of the reader is not too high they help to confirm ones faith in the remark of jules janin    dutnass books show the mark of the lions paw and good bad or indifferent bear unmistakable evidence of bavins issued from the smoky flame of alexandre dumas by far the most interesting volume now before us is that which contains along with  m de chauvelins will the fantastic story of 4the woman with the velvet necklace told to dumas by charles nodier of whom its introduction enshrines some charming memories here we find that always delightful story of nodier and the academician who proposed to define  crab  in the dictionary of the academy as a small red fish which walks backward  theres only one fault in your definition nodier replied the crab isnt a fish it isnt red and it doesnt walk backward the rest is perfect we do not think miss georgina harding was well advised in translating into english gabriele dannunzios tale entitled the ttiumph of death heinemann at the time of its appearance we dealt with this book at some length in these pages and censured its purely sensual character it is devoid of nobility of motive or purpose and is only redeemed in the original by its splendidly sonorous language its grand descriptions of natural scenery and artistic effects all this is of course if not entirely lost much diminished in the translation and although miss harding has on the whole acquitted herself well of the task dannunzios fine poetic passages and outbursts of rhetoric necessarily read baldly and stiltedly in our english speech which does not permit of such redundant linguistic flights,omance
