bookid,selected_id,selected_review,genre
B4479,['4566087'],  the stories of senex or little hilories of little people byk a kendal is newbery 1800 the writer of this little volume is well known to our juvenile friends from his former productions afnd the success he has heretofore met with once more induces him to exert his amusing powers in their behalf the present stories relate chiefly to do mellie adventures and contain statements of much that fliouldbe avoided and much that may be copied with advantage we recommend them as useful and entertaining sketches of real life,juvenile
B8016,['5793918'],  ilmrifs holiday or th doings of erne li bo llal ni tillea to de liv lt fie rvs taylor ismo itnnci lonoiui i dd tins very amusing little tale is th producluit of a etill who we bein ve ts lh son of the iiumioi ol the preceding article lt is inlictliici d with a preface by hi sifter and t hon  ti we an inforiiu d that it was composed during the wt ek of a painful lillies we can assure our radt rs that th te is no deficiemy ol thal entettatiiinnt which geneiidly rt nth rs an um lui moral most acceptable to youthful itaders lt is in ti tub a vt ry phasing as well ns instructive lil th piece ami strongly called to mind our juvenile days when like young harry we  longed to have nothing to do nnd to be like  robinson crusoe  but wi will not impair the inter st of th volume by detailing its fable  we arc convinced we shall do thc young a service by rcommending it to their notice  nor do we know a mort amusing pi cst nt that can be made to tin in dui iug the approaching holiday si ascii,juvenile
B3294,['3176117'],  the golden age by kenneth grahame 3s 6d lane perhaps the antagonism of crabbed age and youth has never been presented with more charming humour than by mr grahame in these pictures of a wellremembered adventurous childhood fun and sentiment and grace contribute about equally to our delight we find the same kind of thing in brief scattered through stevensons reminiscences but mr grahame is the special chronicler of the happy graceless careless busybrained youth that in defiance of the stupid interference of maturity finds the world a merry place and full of intensest interest we cannot read the tales of edward selina harold and the chronicler himself unsympathetically though they may not recall our own old experiences all children healthily constituted revolt against respectability but the consistent attitude of scorn of these amusing little actors towards the alien grownup world is if not a little exaggerated at least exceptional this attitude counts for something however in the amusement the book affords from the ordinary tale of childish escapades mr grahames  golden age  is marked off by its refinement its artistic sense and the charm of its style,juvenile
B5141,['3326408'],  stories from the bible the first impression is what good value for money is this stout and well printed volume and by such an author  the next feeling is one of uneasy apprehension how  stories from the bible  the book is obviously not an anthology of extracts has mr de la mare been bold enough to rewrite the prose which is inwoven with the memories of childish years for so many of us  one opens the volume at random at the story of the plagues of egypt and starts reading a paragraph so it continued for seven days and when the seven days were at an end moses came again into the presence of pharaoh is ones fear allayed by that  or this for now the river not only continued to flow bloodred but the fish in it perished or this  the river stank and not the river alone   partly the prejudiced inclination for the already familiar has made us ready to be irritated on any provocation but still there is something not quite right about such things as these it seems somehow neither the bible nor the walter de la mare whose prose we admire so wonderingly we turn to the pleasant  introduction and find quickly that no man can be more convinced of the dangers that beset his task than the author himself for he says  ords in their influence are subtle and delicate beyond all things known to man and the least change in them when the are in company or the least addition to that company cannot but entail a change of meaning a change that is in their complete effect on the mind and spirit of the reader then to illustrate this truth mr de la mlare quotes parallel passages in the book of ruth from different versions the  wycliffe  i382 the  wycliffe  revised by john purvey 1386 the miles coverdale version 1536 the geneva bible 1560 the douai bible 16o9 the authorised version 161 i it is a most instructive lesson and just the kind which would leave a treasure in the mind for ever and there comes the reflection how happy a mortal is that child who discovers the  story  of c come hither  for himself and then reads what mr nahums grownup disciple has done in these renderings of old testament stories made  to put that remembrance of what the bible meant to him as a child  as completely as i can into words for doubts and fears depart with a straightforward reading it is no compliment to mr de la mare to pretend against ones better judgement that there are no flaws at all in the prose anywhere no flaws that is of a kind avoidable by such a writer as mr de la mare there are a few uneasy and inept touches when perhaps the wish to enliven the manner was not accompanied by his generally exquisite sense of rhythm and style but as a whole these renderings show that literary style and the simple beauty which should be but is too rarely made the test of suitability for childrens reading are not incompatible but necessary one to the other that alone is a triumph it is to be expected that in recording his imaginative experience of the old stories mr de la mare should sometimes abandon the bald directness of the bible narrative e  stories from the bible by walter de la mare 7s 6d faber  faber and though the change involves often a real sacrifice it is not difficult to be reconciled to the new beauty of detail introduced such detail and such atmosphere must surely give to a young reader visions which the old narrative alone could not even the sophisticated reader will find himself constantly thanking the author for enriched understanding fresh perceptions this is especially true where the setting allows scope for the characteristic prose of mr de la mare to say that the reader of  the riddle and other stories  will not be disappointed with this book is perhaps the aptest praise possible but this is to speak of the mere writing which if it is less free from the  defects and shortcomings  referred to by the author in his introduction is nevertheless the fruit of a task far more difficult accomplished as perhaps no other living english writer could have accomplished it consider the field covered by this volume divided into nine main sections headed  the garden of eden   the flood joseph   moses  the wilderness  samson samuel   saul david think of the dreadful pitfalls awaiting anybody who would rewrite the bible stories under these headings  is it not then a triumph to have enriched future generations of readers with so little offence to the most unprepared and irritable  there are uninteresting irrelevances and ugly barbarities in the old testament a child may come to such a book as this losing hardly anything of worth except an occasional marvel of directness but gaining contact with the ancient word and also with the rare mind of a poet writing in his own language r l megroz,juvenile
B1214,['5157956'],  aliegacy1or y ung ladis by the late mi rs barbauld 12mo london 18oo5 longman and co tile literary character of mrs  barbauld stands too hligh to be affected by the pos thumous publication of a work whi h she might deen not prepared or even unfit for the press she was a clever and an amiable woman who did much grood to society and she will rank high among the able writers not of this age only but of all time her whoie life was directed to useful objects and the moral lessons she taught in all her works cannot be too strongly inculcated the miscellaneous pieces in the volume before us which have been collected from the papers of mrs barbauld are principally intended for the more youthful classes of society and though many of them are of a playful cliaracter yet a great object of all this authors writingsinstrutction is not overlooked one of the best articles in the volume is an essay on the uses of history and fromn this we make the only extract we shall quote mrs barbauld assures us that the study of history fosters patriotismn and she thus illustrates it  what is a mans country to the unlettered peasant who has never left his native villagre that village is his country and consequently ali of it lie can love tihe man who mixes in tlhe world and has a large acqnaintance wvith the characters existing allong with himself upon thle stage of it has a wider range his idea ot a country extends to its i civil polity its military triumphs the eloquence of its courts and the splendour of iti capital all the great and tood characters he is acquainted with swell his idea of its imnportance and endear to him the society of whichlhe is a member but how wonderfully does this idea expand and how majestic a form does it put on when history conducts our retrospective view througlh past aes ihow mnuch more has the man to love how imuch more to interest hilim in his country in whom her image is identified with the virtues of an alfred with thle exploits of the ihie1ries and edwards with the fame and fortunes of the sidneys and ilampdens the loclkes anl miltous who have illustrated hier annnals  like a man of noble blirth who walks uip and lown in a long gallery of portraits and is able to say tthis my progenitor vas admiral in such a fight  that nmy greatuncle was general in such an engageament he on the right hand held the seals in such a reign that lady in so singular a costume was a celebrated beauty two hundrel vears azro this little man in the black cap and peaked beard was one of the luminaries of his age and suffered for his religion le learns to value himself upon his ancestry and to feel interested for the honour and prosperity of a whole line of descendants could a swiss think you be so ngood a patriot who had never heard of the name of williton tell or the hiollander who should be unacquainted with the glorious struggles which freed his nation from the tyranny of the duke of alva the englishmnan conversant in history has been long acquainted with his country he knew her in the infancy of her greatness has seen her perhaps in the wattled huts and slender canoes in vwhich cesar discovered her he has watched her rising fortunes has trembled at her dangers rejoiced at her deliverances and shared with honest pride triumphs that were celebrated ages before lhe was born ule has traced her gradual imnprovement througth many a dark and turbulent period many a storm of civil warfare to the fair reign of her liberty and law to the fuiness of her prosperity and the anmplitude of her fame o or should our patriot have his lot cast inl some ace and country wlhich has declined from this high station of lreetflinence shouldl he observe the gthering glooms of superstition and ignorance realy to close again over the bright horizon should liberty lie prostrate at the feet of a despot aud the golden stream of commerce diverted into other channels leave nothing but beggary and wretchedness around him even then in these ebbing fortunes of his country history like a faithful metre would tell him how high the tide had once risen lhe would not tread unconsciously the i ground where thle muses and the arts had once resided like the goat that stupidly browses upon the fane of minerva even the name of his country will be dear and venerable to him jie will muse over her fallen greatness sit down uinder the sh1ade of her neverdying laurels build his little cottagre amidst the ruins of her towers and ternples and contemplat with tenderness and respect the decaying age of his once illustrious parent,juvenile
B2153,['4361789'],  robinson crusoet ever welcome crusoe here he is rigged out in a new dress by mr beeton his adventures plentifully illustrated some of the illustrations more thoughtful than and we have seen of the same subject and the coloured ones with a fine tropical glow about them if we say that mr beeton has put forth a very handsome volume with plenty of pictures and good ones and that the paper and printing do him the highest credit what can we say more of a new edition of this old old favourite so much however we can and do say cordially and honestly,juvenile
B5209,['9199935'],  fire years of youth  or sense anti sentiment by harriet martineau london 1831 harvey  darton tins is not merely an interesting tale but contains some very superior writing and is altogether too mature ii production for its childshook accompaniment of silly pictures we do not recollect to hiive seen the writers name on any previous occasion and the book does not wear the gloss ol professional authorship  it is however the evident result of combined observation and reflection and in the present day of stimulated sensibility and rage for excitement not merely hi literature but in daily life we recommend it very cordially to many mothers for many daughters the plot of this little work consists in the developcuieiit of character two motherless girls run wild under the care or as it may rather be termed carelessness of a fastidious political intellectual father they acquire knowledge and accomplishments but lethe world itscustoms duties and common employments remain as ignorant as may be imagined ultimately the error is seen and remedies are provided the strongminded sister grows into a real heroine  a woman who not being above small occasions is equal to the greatest thc other sister sinks into a heroine of sighs tears melancholy and helplessness she is so much in the way that we are glad to get her out of it the author of  five years of youth has almost entirely i avoided the error which miss austin unrivalled  in general for perfect truth of colouring has j fttllen into in her sense and sensibilitythat  of writing as though the two could not be united in one and the same character in so meting out tliequalities that one heroine is too impetuous to  be respected and the other too sober to be liked  thc highest style of character can only be ob j taincd by a balance of imagination and reason   a harmony subsisting between the alleetionsaud the understanding au application of mental energy to practical purposes the finest specimens of human nature we have ever known in real life have been those whom sorrow study  and religious principle have rescued from the overdomination of imaginative feelingthose whose minds have worked tbemselvesclearnot such as possessed no tumultuary elements wherefiou to emerge hut the sensibility of aweak  intellect and the sensibility of a strong one are j two very different thing we cannot give a  long extract from a little book but we subjoin  a proof that the author of  five years of youth is aware that imagination and sobriety may sub  bist together the parties are on shipboard  in a very short time aimils imagination which had received ii new direction from the new scene in which she wits placed returned to its accustomed trains of images and she saw little  and heard nothing of what passed near ber  while mary who whatever anna might think j possessed the same faculty in much greater j strength and perfection learned and experienced  something new every hour there was not a passing cloud in the sky or a purple shadow on  the waters not ii drifting weed or a sprinkling of i foam which escaped her glance or failed to awaken some thought or feeling she was the j first to mark the rising star and to understand j the intimation that some fardistant bea on  might be discerned yet she never forgot the pleasure of others while experiencing her own  when anna raised her head and saw how her j sister pointed out to susan such objects as sile  could understand she owned it was very well for poor susan that somebody tried to amtie her j but wondered how it was possible under such it j moon amidst such a scene to iel down the tone j of feeling so far as to talk with a servant the  ciliiii was surely the place to talk io susan she forgot how j  the sun is fixed ami the infinite iiiagnifkence nf heaven within the renell of every human eye 1 lie sleepless ocean murmurs for nil wars 44 mary remembered this and was nor so presumptuous as to pretend to an aristocracy of mind in scenes where the creator ordained that there should be none their father knew their different feelings by their different conduct 4 my dear anna said he  if you want to enjoy your aristocracy go down to thc cabin that is the only place where there is room for it anna took him at bis word not because she assented to what be said but because having been once disturbed she thought she could resume her reverie best in her berth 17s0,juvenile
B388,['6775910'],  the enchanted typewriter by john kendrick bangs the typewriter is manipulated by a spirit the spirit of jimmy boswell editor of the stygian gazette and the owner of the typewriter soon becomes possessed of a great deal of gossip about hades and its more illustrious inhabitants this kind of thing must be done exceedingly well to be amusing and we confess that the humour of jimmy boswells communications escapes us the book is printed from american plates hence calibre is spelled caliber harper bros,juvenile
B3596,['3179921'],  colonel thorndykes secret by g a henty 6s chatto still another jewel mystery this time the precious stones have been stolen from an indian temple and a virtuous religiousminded hindoo consecrates his energies to their restoration by all available means good or bad it bears additional likeness to mr hulmebeamanp tale in that it contains another and quite independent plot both authors having generously devoted to one novel ample material for two here the resemblance ends as a workmanlike story mr hentys is the better but it never rises out of the artificial and commonplace,juvenile
B662,"['3183817', '6814043', '6814150']",  tommy wideawake by  il  ilajiford 3s 6d john lane nowhere is fashion more unconsciously followed than in the publication of books the cult of childhood has become a fashion in consequence book after book appears full of the glorification of juvenility undeniably the subject is interesting youth has an overflowing freshness which is like a breeze through a sultry room to the orderly and routinepermeated minds of mature people a successful book on children is among the best reading a grownup can have but the present craze for literature about juveniles is deplorable the result is a promiscuous idealisation which reduces the subject to absurdity and creates upon the inexperienced reader the most etraordinarv impression of childhood as an embodied and alwas irresistible sermon  tommy wideawake is among the unnatural books about bovs an effort has been made to draw the normal male but the virilitv of manner is not sufficiently sustained to take effect tommv is a boy idealised and the poet into whose society he is flung is still more unlike the poet of ordinar existence the atmo1phere of the hook i fanciful rarefied while the character ketche have none of them sufficient normality to be cony incing  tommy wideawake by h h bashford the story of a boy and of his influence upon the lives of four men who undertake to look after him during his fathers absence on the  eastern trail the boy in a way renews their youth and brings them back to the things that matter  and the moral if you muat needs hammer one out would be this that soundness is more to be desired than scholarship and that the heart of boyhood is by nature nearer ta god than that of later life a graceful story sentimental but never silly lane 3s gd  tommy wideawake by h h bashford lane 3s 6d net  tommy wideawake  is a very pleasant book with open air and sweetness in it and a sense of poetry and quietness it fails of actual achievement for two reasons it is too vague and too sentimental but the sentiment is never silly though here and there it comes perilously near to mere femininity and the vagueness seems to result from too outside a conception of boyhood tommy is boyish enough in some respects but occasionally he is hardly more than the lay ideal round which so many writers have woven phantasies only remotely touched with life yet having regard to the restrictions which mr bashford has imposed upon himseu he has done very well you cannot leave a boy of thirteen in the holiday keeping of four impressionable bachelors without importing an element of exaggerated sentiment and tommy is a fascinating healthy cleanlimbed youngster who might quite reasonably have wrought the transformation in his four informal guardians which the author represents him to have wrought mr bashford attempts a kind of realism here and there but it is less successful than his idealism the scene in which tommy gets drunk after a local cricket match does not strike us as in the least real it is dragged in by the heels for the sake of an effect which is fortunately missed and we are not quite sure about the budding love affair but all this is simply to say that mr bashford has aimed at too much he has tried to make his boy human and at the same time something superhuman there may be such boys though we ourselves have never met them but after all  tommy wideawake  is quito worth reading and it contains at least one very pleasing set of verses,juvenile
