seq	RecordID	RecordTitle	PathID	Title	AlphaPubDate	PubYear	bookauthor	booktitle	bookdate	matchquality	isfiction	howpositive	genresnamed	comments
354	4967627	The Wonder-Seeker; or, The History of Charles Douglas.	20160127230250_00003	Critic, 1844-1847	Nov 15, 1845	1845	Tytler, M. Fraser	The wonder-seeker, or, The history of Charles Douglas	1847	2.6613738846519337				
355	3202537	T. TEMBAROM.	20160127190515_00012	The Bookman	Dec 1913	1913	Burnett, Frances (Hodgson)	T. Tembarom	1913	2.283333333333333				
356	4699031	The Linwoods, or Sixty Years since in America.	20160127230802_00010	Monthly magazine, or, British regster, Feb. 1800-June 1836	Oct 1835	1835	Sedgwick, Catharine Maria	"The Linwoods : or, ""Sixty years since"" in America"	1835	2.303536507936508				
357	9152267	A Biographical Sketch of Emanuel Swedenborg, and an Account of his Works.	20160127191542_00003	The Athenaeum	Apr 13, 1850	1850		Biographical sketch of Ann L. Boutelle	1836	2.2111619047619047				
358	3281143	THE NEW JUNE.	20160127182915_00001	The Bookman	Apr 1909	1909	Newbolt, Henry John, Sir	The new June	1909	2.2478920041536865				
359	3173323	THE STRANGE ADVENTURES OF ROGER WILKINS.	20160127183425_00006	The Bookman	Jun 1895	1895	Black, William	The strange adventures of a house-boat	1888	2.553366277328541				
360	3229853	RUDOLPH AND AMINA, Or the Black Crook.	20160127191441_00019	The Bookman	Apr 1931	1931	Morley, Christopher	Rudolph and Amina; or, The black crook	1930	2.8661835497835497				
361	3253580	THE WOMAN WHO HAD IMAGINATION.	20160127183526_00007	The Bookman	Apr 1934	1934	Bates, H. E. (Herbert Ernest)	The woman who had imagination and other stories	1934	3.0399487601710606				
362	5221115	The Mayor of Wind-gap and Canvassing.	20160127230759_00009	The Literary gazette : A weekly journal of literature, science, and the fine arts	Jan 3, 1835	1835	Banim, Michael	The mayor of Wind-Gap ; and Canvassing	1835	2.992590476190476				
363	3150457	THE SAGHALIEN CONVICT.	20160127183934_00012	The Bookman	Oct 1892	1892	Korolenko, Vladimir Galaktionovich	The Saghalien convict, and other stories	1892	2.5446525339814565				
364	8762884	Nelly Carew.	20160127190003_00001	The Athenaeum	Feb 4, 1860	1860	Power, Marguerite A	Nelly Carew	1859	2.271323529411765				
365	9379083	You Never Know Your Luck: being the Story of a Matrimonial Deserter.	20160127191542_00003	The Athenaeum	Apr 17, 1915	1915	Parker, Gilbert, Sir	You never know your luck; being the story of a matrimonial deserter	1914	2.8827127449768932				
366	3228128	THE AMAZING ADVENTURES OF LITTLE BROWN BEAR.	20160127184845_00001	The Bookman	Dec 1930	1930	Rinehart, Mary Roberts	The amazing adventures of Letitia Carberry	1911	2.315965181771633				
367	6589573	Mary Lamb.	20160127190414_00004	The Academy, 1869-1902, 0269-333X	Aug 25, 1883	1883	Gilchrist, Anne Burrows	Mary Lamb	1883	2.1150980392156864				
368	8402234	Strife and Peace: or Scenes in Norway.	20160128005810_00002	Examiner	Nov 11, 1843	1843	Bremer, Fredrika	Strife and peace, or, scenes in Norway.  The H... family. The Bondmaid. Axel and Anna. The home, or, family cares and family joys. A diary	1843	2.7972625336927224				
369	9142942	The Crescent and the Cross; or, Romance and Realities of Eastern Travel.	20160127192407_00009	The Athenaeum	Nov 23, 1844	1844	Martyn, Sarah Towne (Smith), Mrs	The crescent and the cross. A story of the siege of Malta	1869	2.3266666666666667				
370	8910572	Passages in the Life of a Lady.	20160127191439_00002	The Athenaeum	Feb 5, 1887	1887	Bamford, Samuel	Passages in the life of a radical and Early days	1893	2.5816203703703704				
371	6823063	TOMASO'S FORTUNE.	20160127183730_00010	The Academy and literature, 1902-1905	May 7, 1904	1904	Merriman, Henry Seton	Tomaso's fortune	1914	2.515151515151515				
372	4972419	The Life and Correspondence of Charles Lord Metcalfe, late Governor-General of India, Governor of Jamaica, and Governor-General of Canada; from unpublished Letters and Journals, &c.	20160127234700_00003	The Critic	Oct 16, 1854	1854	Southey, Robert	The life and correspondence of Robert Southey	1855	2.6527804152879684				
373	8859272	The Dowager: or, the New School for Scandal.	20160127192201_00017	The Athenaeum	Nov 14, 1840	1840	Gore, (Catherine Grace Frances), Mrs	The dowager : or, The new school for scandal	1840	2.438149083948592				
374	8550579	Odds and Ends.	20160128010536_00016	Examiner	Jun 2, 1866	1866	Howe, Henry	Odds and ends	1868	2.5077777777777777				
375	8760747	In One Town.	20160127191848_00004	The Athenaeum	Aug 14, 1886	1886	Downey, Edmund	In one town	1886	2.169576535925026				
376	8896602	CHRISTMAS BOOKS.	20160127191949_00014	The Athenaeum	Dec 1, 1888	1888	Thackeray, William Makepeace	Christmas books	1896	2.24515710832784				
377	9223020	The Individualist.	20160127191439_00002	The Athenaeum	Jun 24, 1899	1899	Mallock, W. H. (William Hurrell)	The individualist	1899	2.523333333333333				
378	9027665	Caleb Field: a Tale of the Puritans.	20160127192611_00010	The Athenaeum	May 17, 1851	1851	Oliphant, Mrs. (Margaret)	Caleb Field. A tale of the Puritans	1851	2.8887865528718324				
379	9007514	Adventures of a Medical Student.	20160127191542_00003	The Athenaeum	Jan 5, 1850	1850	Douglas, Robert	Adventures of a medical student	1848	3.1548821007502683				
380	3222068	THE GARDEN OF ADONIS.	20160127183425_00006	The Bookman	Dec 1923	1923	Gordon, Caroline	The garden of Adonis	1937	2.6552380952380954				
381	3168976	CALEB WEST: MASTER DIVER.	20160127190413_00011	The Bookman	Oct 1898	1898	Smith, Francis Hopkinson	Caleb West, master diver	1898	2.6926188741813744				
382	2847179	Home Sketches and Foreign Recollections. By Lady Chatterton.	20160127190721_00014	The Mirror of literature, amusement, and instruction, Nov. 1822-June 1847	Mar 20, 1841	1841	Chatterton, Georgiana, Lady	Home sketches and foreign recollections	1841	3.3701334816462736				
383	6764955	Gloria Victis.	20160127183934_00012	The Academy, 1869-1902, 0269-333X	Mar 26, 1898	1898	Mitchell, John Ames	Gloria victis	1897	2.7061904761904763				
384	2486378	MAGNUS MERRIMAN,	20160127180954_00001	Fortnightly review, May 1865-June 1934	Feb 1934	1934	Linklater, Eric	Magnus Merriman	1934	2.6766666666666667				
385	2490460	GENTLEMEN: THE REGIMENT!	20160127190105_00008	Fortnightly review, May 1865-June 1934	Aug 1933	1933	Alington, Argentine Francis	Gentlemen - the regiment!	1933	2.465857281688186				
386	2454237	PETRUCHIO.	20160127185454_00005	The English review,  1908-1937	Nov 1929	1929	Stern, G. B. (Gladys Bronwyn)	Petruchio	1929	2.203333333333333				
387	4964777	Tales of a Lay Brother.	20160127234801_00004	Critic of literature, art, science, and the drama, 1843-1844	Jun 1844	1844		Tales of a lay-brother	1844	2.152942739079103				
388	8595958	THE CITY OF SUNSHINE.	20160128012307_00010	Examiner	Mar 10, 1877	1877	Allardyce, Alexander	The city of sunshine	1877	2.5719967793880842				
389	6426325	THE CONQUEST OF PLASSANS.	20160127235207_00008	Time	Mar 1887	1887	Zola, Émile	The conquest of Plassans	1887	3.048787878787879				
390	5152207	The Poetical Works of Thomas Moore.	20160127230250_00003	The Literary gazette : A weekly journal of literature, science, and the fine arts	Feb 13, 1841	1841	Moore, Thomas	The poetical works of Thomas Moore, collected by himself	1840	2.991877642179149				
391	6163849	THE GENTLE ART OF CYCLING.	20160127231312_00003	Macmillan's magazine,  1859-1907	May 1898	1898	Worthington, Elizabeth Strong	The gentle art of cooking wives	1900	2.2259648421530773				
392	8833774	The Mystery of Mr. Bernard Brown.	20160127191545_00013	The Athenaeum	Mar 21, 1896	1896	Oppenheim, E. Phillips (Edward Phillips)	The mystery of Mr. Bernard Brown	1910	2.898202169404092				
393	9436447	History of the United States, from the Discovery of the American Continent.	20160127192715_00011	The Athenaeum	Nov 24, 1866	1866	[Hawks, Francis Lister]	History of the United States: no. I	1844	2.3519642857142857				
394	4444462	Miscellanies is Prose and Verse.	20160127224021_00001	Tait's Edinburgh magazine	Mar 1843	1843	Smith, James	Comic miscellanies in prose and verse	1841	2.138894505494505				
395	6771996	A PASSIONATE PILGRIM.	20160127191949_00014	The Academy, 1869-1902, 0269-333X	Nov 13, 1897	1897	White, Percy	A passionate pilgrim	1898	2.626666666666667				
396	3221676	LEADING STRINGS	20160127183121_00003	The Bookman	Dec 1930	1930	Pulling, Joan King	In leading strings	1922	2.125869080414535				
397	5264160	The Man at Arms; or, Henri de Cerons.	20160127230802_00010	The Literary gazette : A weekly journal of literature, science, and the fine arts	Aug 29, 1840	1840	James, G. P. R. (George Payne Rainsford)	The man-at-arms, or, Henry de Cerons	1840	2.3964837124658778				
398	8812541	Life and Labours of Mr. Brassey, 1805-1870.	20160127191949_00014	The Athenaeum	Aug 3, 1872	1872	Helps, Arthur, Sir	Life and labours of Mr. Brassey	1874	3.5752248764823245				
399	8864565	Camiola: a Girl with a Fortune.	20160127191439_00002	The Athenaeum	Nov 21, 1885	1885	McCarthy, Justin H , (Justin Huntly)	Camiola; a girl with a fortune	1885	2.435486693017128				
