seq	RecordID	RecordTitle	PathID	Title	AlphaPubDate	PubYear	bookauthor	booktitle	bookdate	matchquality	isfiction	howpositive	genresnamed	comments
400	8676852	James Gordon's Wife.	20160127192405_00018	The Athenaeum	May 27, 1871	1871	Brock, Carey, Mrs	James Gordon's wife. A novel	1871	2.3454173749988683				
401	8647340	The Natural History of the Tineina. Vol. III., containing Elachista, Part I.; Tischeria, Part I.	20160127192715_00011	The Athenaeum	Oct 30, 1858	1858	Smith, Albert	The natural history of the ballet-girl	1847	2.6162893081761003				
402	6684126	SELECT TALES OF HANS ANDERSEN	20160127190722_00007	The Academy and literature, 1902-1905	Jan 14, 1905	1905	Andersen, H. C. (Hans Christian)	Three tales of Hans Andersen	1910	2.1304889912954432				
403	4370617	A SUMMER IN SKYE.	20160127192713_00002	The London review of politics, society, literature, art, and science	Aug 26, 1865	1865	Smith, Alexander	A summer in Skye	1865	2.632258064516129				
404	5244542	The Works of Charles Lamb.	20160127230802_00010	The Literary gazette : A weekly journal of literature, science, and the fine arts	Jun 27, 1840	1840	Lamb, Charles	The works of Charles Lamb : to which are prefixed his letters, and a sketch of his life	1850	2.761897388514685				
405	8878064	Greifenstein.	20160127183730_00010	The Athenaeum	Apr 20, 1889	1889	Crawford, F. Marion (Francis Marion)	Greifenstein	1889	2.3233333333333333				
406	8968534	Bluebeard's Keys and other Stories.	20160128005501_00006	Examiner	Nov 28, 1874	1874	Ritchie, Anne Thackeray	Bluebeard's keys, and other stories	1875	3.3389114738976136				
407	6782468	The Amateur Cracksman.	20160127190722_00007	The Academy, 1869-1902, 0269-333X	Apr 22, 1899	1899	Hornung, E. W. (Ernest William)	The amateur cracksman	1899	2.8625				
408	9045688	Nadir Shah.	20160127192715_00011	The Athenaeum	Nov 21, 1908	1908	Durand, Henry Mortimer, Sir	Nadir Shah	1908	2.56				
409	9137217	The Story of a Kiss.	20160127191848_00004	The Athenaeum	Aug 27, 1887	1887	Wynne, Catherine Simpson	The story of a kiss	1887	2.570623830318153				
410	3173151	BETTY MUSGRAVE.	20160127190105_00008	The Bookman	Apr 1899	1899	Findlater, Mary	Betty Musgrave	1913	2.238498168498168				
411	3239553	THE LONELY PLOUGH.	20160127190825_00015	The Bookman	Oct 1931	1931	Holme, Constance	The lonely plough	1914	2.2722580645161288				
412	5075817	SKETCHES FROM LIFE.	20160127234659_00002	Leader and Saturday analyst, Jan. 7-June 30, 1860	Dec 21, 1850	1850	Martineau, Harriet	Sketches from life	1856	2.4891427207279437				
413	3173141	A ROMAN TRAGEDY, AND OTHERS.	20160127190105_00008	The Bookman	Oct 1909	1909	Ayscough, John	A Roman tragedy and others	1909	2.703059694989107				
414	6861854	The Patrician.	20160127192155_00015	The Academy and literature, 1910-1914	May 24, 1913	1913	Galsworthy, John	The patrician	1911	2.3633333333333333				
415	6810553	THE ADVENTURES OF A LADY PEARL-BROKER.	20160127192155_00015	The Academy, 1869-1902, 0269-333X	Oct 7, 1899	1899	Brady, Cyrus Townsend	The adventures of Lady Susan	1908	2.204954769392033				
416	3217690	THE GREAT PANDOLFO.	20160127185249_00003	The Bookman	Nov 1925	1925	Locke, William John	The great Pandolfo	1925	2.7665079365079364				
417	9104370	At Home and Abroad; or, Things and Thoughts in America and Europe.	20160127192053_00005	The Athenaeum	Apr 19, 1856	1856	Manners, Mrs	At home and abroad, or How to behave	1854	2.1517466274381607				
418	3237339	ONE WOMAN'S STORY.	20160127190825_00015	The Bookman	Jun 1934	1934	Britnieva, Mary	One woman's story	1934	2.5793396566498243				
419	6697833	A Young Man in a Hurry.	20160127192510_00019	The Academy, 1905-1910	Mar 10, 1906	1906	Chambers, Robert W. (Robert William)	A young man in a hurry, and other short stories	1904	2.550306701625371				
420	8792736	Ready-Money Mortiboy.	20160127192303_00008	The Athenaeum	Jul 13, 1872	1872	Besant, Walter, Sir	Ready-money Mortiboy	1872	2.876666666666667				
421	2487193	THE HISTORY OF BUTTON HILL,	20160127191129_00016	Fortnightly review, May 1865-June 1934	Nov 1929	1929	Stowell, Gordon	The history of Button Hill	1930	3.04030303030303				
422	8290296	LIFE OF MAHOMET.	20160127192715_00011	The Gentleman's Magazine: and historical review, July 1856-May 1868	Mar 1850	1850	Irving, Washington	The life of Mahomet	1850	2.1594690515267776				
423	3256853	THE BELL-RINGER OF ANGELS.	20160127185047_00002	The Bookman	Jan 1895	1895	Harte, Bret	The bell-ringer of angel's, etc	1894	2.3982666666666668				
424	6833937	Old Harbor.	20160127183730_00010	The Academy, 1905-1910	Mar 19, 1910	1910	Hopkins, William John	Old Harbor	1909	2.1887613122171947				
425	3212837	FORWARD FROM BABYLON.	20160127191234_00017	The Bookman	Jan 1921	1921	Golding, Louis	Forward from Babylon	1921	2.818663896857585				
426	6829032	The Swiss Family Robinson.	20160127190722_00007	The Academy, 1905-1910	Nov 26, 1910	1910	Wyss, Johann Rudolf	The Swiss Family Robinson	1900	2.8509523809523807				
427	8885713	The Captain's Toll-Gate.	20160127191542_00003	The Athenaeum	Oct 31, 1903	1903	Stockton, Frank Richard	The captain's toll-gate	1903	2.9466666666666663				
428	8743689	Among the Stars; or, Wonderful Things in the Sky.	20160127192611_00010	The Athenaeum	Nov 15, 1884	1884	Giberne, Agnes	Among the stars; or, Wonderful things in the sky	1884	3.2522305764411032				
429	4998126	Memoirs of the Baroness d'Oberkirch, Countess de Montbrison.	20160127230759_00009	The Critic	Oct 1, 1852	1852	Baronne d', Oberkirch, Henriette Louise von Waldner	Memoirs of the Baroness d'Oberkirch, countess de Montbrison	1852	3.9666544425355714				
430	5137442	The Maiden Monarch; or, Island Queen.	20160127230657_00008	The Literary gazette : A weekly journal of literature, science, and the fine arts	Jan 4, 1840	1840		The Maiden monarch; or, Island queen	1840	3.5076492869875224				
431	2494863	SHAME THE DEVIL,	20160127183628_00009	Fortnightly review, May 1865-June 1934	Jun 1934	1934	O'Flaherty, Liam	Shame the devil	1934	2.471725067385445				
432	2442307	WORLD WITHOUT END.	20160127185454_00005	The English review,  1908-1937	Apr 1931	1931	Thomas, Helen	World without end	1931	2.5664428955734904				
433	8846715	Memoirs of Monsieur d'Artagnan.	20160127191848_00004	The Athenaeum	Jul 29, 1899	1899	Courtilz de Sandras, Gatien	Memoirs of Monsieur d'Artagnan	1898	3.043333333333333				
434	3229894	THE LIONS' DEN.	20160127190825_00015	The Bookman	Apr 1931	1931	Fairbank, Janet Ayer	The lions' den	1930	2.7144444444444438				
435	8670646	To Esther, and other Sketches.	20160127193122_00012	The Athenaeum	Jan 8, 1870	1870	Ritchie, Anne Thackeray	To Esther, and other sketches	1869	2.9285419833748416				
436	9150334	Wayland Smith: a Dissertation on a Tradition of the Middle Ages.	20160127192157_00006	The Athenaeum	Nov 13, 1847	1847	Depping, G.-B. (Georges-Bernard)	Wayland Smith : a dissertation on a tradition of the middle ages	1847	3.351838095238095				
437	6796300	MONTES, THE MATADOR.	20160127192405_00018	The Academy, 1869-1902, 0269-333X	Dec 8, 1900	1900	Harris, Frank	Montes the matador, and other stories	1900	2.3102872884691066				
438	9086422	The Poetical Works of Sir Walter Scott, Vol. XI.	20160127191848_00004	The Athenaeum	Jul 3, 1830	1830	Scott, Walter, Sir	The poetical works of Sir Walter Scott	1857	2.868329133329133				
