author	bookid	bpoids	genres	htrcids	subjects	title	is_fic
Tynan Katharine	B8035	{6742995}		{'mdp.39015028040429'}		The land of mist and mountain	
About Edmond	B98	{4997344}		{'nyp.33433075812986'}		Tolla a tale of modern Rome	
Hichens Robert Robert Smythe	B3483	{9043563}		{'coo.31924064995511'}		A spirit in prison	
GuicciardiFiastri Virginia	B3456	{8974845}		{'mdp.39015033576516'}		From opposite shores by Virgin	
Gunter Archibald Clavering	B3302	{8870750}		{'uc2.ark+=13960=t9t14vh71'}		The spy company 	
Maughan Janet	B5856	{9433707}		{'uiuo.ark+=13960=t86h53j3s', 'uiuo.ark+=13960=t7vm4sm4q', 'uiuo.ark+=13960=t8df78w8p'}		The man of mark	
Carey Rosa Nouchette	B1528	{9284981}		{'nyp.33433074935465'}	{'English fiction'}	The household of Peter  a novel	
Hume Fergus	B3818	{3178026}		{'uc1.b3324254'}		The green mummy	
Le Sage Alain René	B4769	{5177496, 8285114}		{'njp.32101057193185', 'njp.32101057193177', 'njp.32101057193193'}		The life and adventures of Guzman DAlfarache or The Spanish rogue	
Chambers Robert W Robert William	B1992	{6697833}		{'mdp.39015063550027'}		A young man in a hurry and oth	
Gould Hannah F	B3182	{5833653}		{'uc1.$b156244'}	{'Pictorial works', 'Lexington (Mass.)'}	Gathered leaves	
Cabell James Branch	B1687	{6797752, 8903937}		{'uc1.b4099727', 'uc2.ark+=13960=t00z71v73'}		The eagles shadow	
Elton Arthur Hallam	B2642	{6199529, 8471193, 8650133}		{'uiuo.ark+=13960=t2f76qn7n', 'uiuo.ark+=13960=t1cj8s02h', 'uc2.ark+=13960=t8z899c8c'}		Herbert Chauncey a man more si	
Willyams Jane Louisa	B8933	{4444646, 4961919}		{'uc2.ark+=13960=t1cj89829'}		Chillon or Protestants of the 	
Conney Mrs	B1558	{8813773}		{'nyp.33433074943253'}	{'English fiction'}	A ruthless avenger	
Merriman Henry Seton	B5713	{8898649, 6772578}		{'uc2.ark+=13960=t3902bs13'}		The vultures	
Lee R Mrs	B4831	{4439921, 6116658, 8318518}		{'nyp.33433074878475'}		Stories of strange lands and fragments from the notes of a traveller	
Terhune Albert Payson	B8125	{3232782}	{'Juvenile audience'}	{'nyp.33433075768923'}	{'Legends and stories', '(OCoLC)fst00896265', 'Dogs'}	Further adventures of Lad	
Beresford Max	B305	{8839387}		{'coo.31924013483379'}		Great lowlands	
Wheeler A C	B8773	{6810234}		{'uc2.ark+=13960=t2f767t73'}		Tangled up in Beulah Land	
Carroll Lewis	B2061	{8773743}		{'uc2.ark+=13960=t6ww7b09m'}		Sylvie and Bruno concluded	
Boccaccio Giovanni	B935	{8849659, 6767308}		{'uc2.ark+=13960=t5p845v79'}		Tales from Boccaccio	
Roy Jean	B7073	{2439865}		{'uc2.ark+=13960=t3dz04h7r'}	{'Household employees', 'Roy, Jean', 'IsBiographical'}	The fields of the fatherless	
Morris Harrison S Harrison Smith	B5239	{3177249, 3180581, 8593759}		{'loc.ark+=13960=t71v66b97'}	{'1564-1616', 'Stories, plots, etc', 'Shakespeare, William', 'Adaptations'}	Tales from Shakespeare	
Yeats W B William Butler	B9007	{8978327}		{'njp.32101067487569'}	{'Drama'}	Where there is nothing	
Pulling Joan King	B6596	{3221676, 3329902}		{'pst.000005214969'}		In leading strings	
Walford Lucy Bethia	B8777	{8951045}		{'uc2.ark+=13960=t3222sn35'}		Successors to the title	
Austen Jane	B125	{2447096}		{'uc1.$b685839'}		The Watsons	
Banim John	B1250	{5268184, 8669429}		{'nyp.33433074955489', 'wu.89087923314', 'wu.89087923348'}		Tales by the OHara family  sec	
Braddon M E Mary Elizabeth	B1277	{8511519}		{'coo.31924064973526'}		Fentons quest a novel	
Barr Amelia Edith Huddleston	B585	{6807513, 8878604}		{'nyp.33433074833421'}		The maid of Maiden lane a sequel to The bow of orange ribbon	
KayeSmith Sheila	B4510	{3218782}		{'mdp.39015059405665'}		Susan Spray	
Crawford F Marion Francis Marion	B1775	{3175409}		{'uc2.ark+=13960=t6pz5253q'}		The Ralstons	
Clifford W K Mrs	B1447	{3173307, 8805790}		{'njp.32101066456888'}		A wild proxy	
Galsworthy John	B3448	{6809141}		{'inu.32000004614279'}		The man of property  and India	
Gibbs Philip	B3001	{3219975}		{'mdp.39015003929794'}		Darkened rooms	
St Leger Barry	B7668	{8233997}		{'uc2.ark+=13960=t2w37rs3z'}		Some account of the life of the late Gilbert Earle esq	
Cullum Ridgwell	B1710	{3191266}		{'uc2.ark+=13960=t1xd0tc6b'}		The golden woman	
OMeara Kathleen	B6362	{8656925}		{'uiuo.ark+=13960=t3st85r9b', 'uiuo.ark+=13960=t8tb1q19r', 'uiuo.ark+=13960=t3708nk66'}	{'823OM2W'}	A womans trials	
Hardy Thomas	B3507	{6432593, 4211581}		{'mdp.39015004873843'}		Wessex tales	
Semple Elizabeth	B7884	{4428569}	{'Juvenile audience'}	{'hvd.hn2hej', 'hvd.hn2hei'}		Summer rambles or Conversation	
BaringGould S Sabine	B1028	{6464300}		{'uiuo.ark+=13960=t2r49wr31', 'uiuo.ark+=13960=t3mw2pz6n'}	{'823B238RE'}	Red spider	
Manning Anne	B5370	{9035697}		{'njp.32101073308494'}	{'1608-1674', 'd. 1652', '-1652', 'Milton, John', 'Milton, Mary Powell'}	The maiden and married life of Mary Powell  afterwards Mistress Milton	
Biggs E Ashurst Elizabeth Ashurst	B515	{8655833}		{'njp.32101067706794'}	{'Race relations'}	White and black a story of the southern states	
Sienkiewicz Henryk	B7298	{3170310}	{'Historical fiction'}	{'mdp.39015033132625', 'coo.31924014271260', 'mdp.39076007044808', 'uiuo.ark+=13960=t5bc3x12s'}	{'Translations into Greek, Modern', 'Greek fiction', 'Polish fiction', 'Church history', 'Primitive and early church, ca. 30-600', 'Rome', 'Fiction in Polish, 1795-1919 - English texts', 'Nero, 54-68', 'History', 'Translations from Polish'}	Quo vadis	
Yorke Curtis	B9011	{9306822}		{'nyp.33433074877949'}	{'English fiction'}	The world and Delia	
Lever Charles James	B5156	{4447352, 4967994}		{'uc1.b3324548'}		The ODonoghue  a tale of Irela	
Osborne Duffield	B6402	{3162929}		{'nyp.33433076024060'}		The secret of the crater  a mo	
Phelps E Stuart Elizabeth Stuart	B6585	{8906525}		{'nyp.33433076056872'}		The man in the case	
Pardoe	B6714	{5018753}		{'uiuo.ark+=13960=t13n2r41p', 'uiuo.ark+=13960=t70v92n03', 'uiuo.ark+=13960=t8cg09c0w'}	{'823P21P'}	The poor relation	
Pemberton Max Sir	B6673	{3258814}		{'uc2.ark+=13960=t5s758s07'}		The Little Huguenot	
Atherton Gertrude Franklin Horn	B154	{9046198}		{'uc2.ark+=13960=t3513w04b'}	{'Swinburne, Algernon Charles', '1837-1909'}	The gorgeous isle	
Scott Walter Sir	B7882	{8622774}	{'Bibliographies'}	{'uc1.b3287682'}		Guy mannering Red gauntlet	
Buchanan Robert Williams	B644	{6189792}		{'nyp.33433074930995'}	{'English fiction'}	Effie Hetherington	
Neale William Johnson	B6169	{5139023}		{'uiuo.ark+=13960=t0ft94k6p', 'uiuo.ark+=13960=t3417j78g', 'uiuo.ark+=13960=t4nk3xf0s'}		The port admiral	
Churchill Winston Sir	B1685	{8869113, 3159403}		{'uc1.b3962029'}	{'Revolution, 1775-1783', 'History'}	Richard Carvel	
Oppenheim E Phillips Edward Phillips	B6278	{6831945, 3183141}		{'nyp.33433074961297'}		Berenice	
Meredith George	B5598	{8545720}		{'uc1.$b440831', 'uc1.31158012851845'}		The tragic comedians	
Bianco Margery Williams	B1235	{3226497}	{'Juvenile audience'}	{'ucw.ark+=13960=t8tb1g53r'}		The velveteen rabbit or how to	
Marriott Charles	B5413	{3177528, 9315579}		{'nyp.33433074880158'}		When a woman woos	
Le Queux William	B4830	{3177110}		{'nyp.33433074878442'}		The temptress	
Day Julia	B2224	{5862848, 4909412, 9037895}		{'nyp.33433074958632'}		The old engagement  a spinster	
Henty G A George Alfred	B4157	{3174883}	{'Juvenile audience'}	{'mdp.39015073479365'}		St Bartholomews eve  a tale of	
Rhodes Eugene Manlove	B6966	{3316509}		{'nnc1.cu58366229'}		Good men and true	
Beresford J D John Davys	B846	{2437825, 9500562}		{'uc2.ark+=13960=t0ht2j548'}		The house in Demetrius Road	
Lawrence Turnbull Turnbull Francese Hubbard Litchfield Mrs	B4853	{8819054}	{'Poetry'}	{'nyp.33433074962691'}	{'Napoleon', '1769-1821', 'Emperor of the French'}	ValMaria A romance of the time of Napoleon I	
Annesley Maude	B89	{8923812, 6827213}		{'nyp.33433074947817'}	{'English fiction'}	The wine of life	
McCarthy Justin	B5828	{8666441, 8940215}		{'uiuo.ark+=13960=t0pr8g01w', 'uiuo.ark+=13960=t4zg79m6r', 'uiuo.ark+=13960=t96694c25'}	{'823M122M1869'}	My enemys daughter	
Trollope Anthony	B8024	{4858153, 4369611, 9462764}	{'NotBiographical'}	{'inu.32000009368004'}		Miss Mackenzie	
Sadlier Anna Theresa	B7651	{6869795}		{'uc2.ark+=13960=t1kh0fw5z'}		Phileas Fox attorney	
Sladen Douglas Brooke Wheelton	B7600	{3157689}		{'uc1.b3326032'}		A Japanese marriage	
Gorky Maksim	B3256	{6847785, 9502430}		{'uc2.ark+=13960=t3pv6mx46'}		Tales of two countries	
Talk	B8239	{8667091}		{'uiuo.ark+=13960=t3zs3cp59', 'uiuo.ark+=13960=t2w38d36p', 'uiuo.ark+=13960=t8v98sd37'}		The talk of the town a novel	
Wells H G Herbert George	B8484	{3222333, 2447510}		{'mdp.39015066062178', 'mdp.39015006588621'}		The world of William Clissold  a novel at a new angle	
Macnaughtan S Sarah	B5744	{6813194}		{'uc2.ark+=13960=t51g0kh7f'}		A lame dogs diary	
Simpson Robert	B7705	{3209988}		{'uc2.ark+=13960=t6154f99r'}		The bite of Benin where many go in but few come out	
Malory Thomas Sir	B5296	{8658736, 8631421}	{'Bibliographies'}	{'mdp.39015048903010', 'nyp.33433082514716', 'mdp.39015048903143'}	{'Romances', 'Kings and rulers', 'Arthurian romances', 'Knights and knighthood'}	La mort dArthure The history of King Arthur and of the knights of the Round Table	
Parker Gilbert Sir	B6466	{3158874}	{'Adventure stories'}	{'mdp.39015060797969'}		An adventurer of the North  being a continuation of the histories of Pierre and his people and the latest existing records of Pretty Pierre	
Maugham W Somerset William Somerset	B5283	{3263753, 3422994}		{'mdp.39015030706421'}		The making of a saint	
Pickering Ellen	B6786	{8773776, 5220059}		{'uiuo.ark+=13960=t4xh07p09', 'uiuo.ark+=13960=t04x5xn0x', 'uiuo.ark+=13960=t5cc1n85m'}		The heiress	
Cervantes Saavedra Miguel de	B1326	{6795168}	{'Romances', 'Picaresque literature', 'Bibliographies', 'Adventure stories'}	{'coo.31924111705111', 'uc1.l0084018282'}	{'Social life and customs', 'Knights and knighthood', 'Spain', '16th century'}	Don Quixote	
Church Richard	B1341	{2488177, 3236631}		{'inu.32000005558061'}		High summer	
James Winifred	B4286	{6713032, 3166250, 9014892}		{'nyp.33433074865688'}		Bachelor Betty	
Hook Theodore Edward	B3553	{6188301}		{'mdp.39015056780797', 'uc1.b3123834', 'mdp.39015056780920'}		Love and pride	
Jerrold Douglas William	B4468	{4446023}		{'uc1.b3335743'}		The story of a feather Cakes a	
Nicholson Asenath	B6205	{4989938}		{'nyp.33433069336737'}		Irelands welcome to the strang	
Jacobs Joseph	B4381	{6455904, 8914095, 3161555, 8787991, 8953016, 6212927}		{'uc2.ark+=13960=t8gf0r77f'}	{'India', 'Fairy tales', 'Folklore'}	Indian fairy tales	
Chambers Robert W Robert William	B1436	{6847230}		{'njp.32101063605529'}		Quick action	
Reade Charles	B7212	{8593216, 4692871}		{'njp.32101068602075'}		The autobiography of a thief  	
Tompkins Ellen Wilkins	B8132	{9042915, 6847924, 6831662, 2432807}		{'nyp.33433076081011'}		The enlightenment of Paulina  	
Harraden Beatrice	B3937	{3158569, 8819299}		{'uc2.ark+=13960=t71v5r667'}		Ships that pass in the night	
Walpole Hugh Sir	B8495	{2437846}		{'mdp.39015018647829'}		The prelude to adventure	
Maberly Catherine Charlotte Mrs	B5214	{8455458}		{'hvd.32044022677207', 'hvd.32044020392544'}		Emily  or the countess of Rosendale	
Black William	B1209	{8793949}		{'njp.32101067706976'}		Monarch of Mincing Lane Green 	
Reid Mayne	B7253	{4998909}	{'Juvenile audience'}	{'uc2.ark+=13960=t0zp4163f'}		The boy hunters or Adventures 	
Seymour Beatrice Kean Stapleton Mrs	B7397	{2441296, 3198322}		{'mdp.39015063956414'}		Invisible tides	
Harraden Beatrice	B3843	{3154196}		{'uc2.ark+=13960=t04x59493'}		In varying moods	
Martineau Harriet	B5863	{5845273}		{'uva.x004391249'}	{'823M36PO'}	Poor laws and paupers illustra	
Barr Amelia Edith Huddleston	B956	{6801411}		{'uc2.ark+=13960=t6vx06m02'}		Trinity bells	
Howells William Dean	B3837	{9037686}		{'uc2.ark+=13960=fk8cf9jq1k'}		Miss Bellards inspiration	
Taylor Meadows	B8145	{2877438}		{'uc1.$b296414'}		The story of my life	
Wilson Theodora Wilson	B8639	{9030172, 3184477}		{'nyp.33433075772701'}	{'English fiction'}	Langbarrow Hall	
Castle Agnes Sweetman Mrs	B1968	{3172704, 8879433, 6793985}		{'uc2.ark+=13960=t6g15wj1f'}		Incomparable Bellairs	
Wells Carolyn	B8670	{9104789}		{'nyp.33433076074081'}		The white alley	
Fuller Margaret	B2733	{3214450, 3223926}		{'nyp.33433074853825'}		One world at a time	
Norris W E William Edward	B6196	{8931795, 3181884}		{'mdp.39015063947108'}		Troubled Tranton	
Tennyson Alfred Browning Stanley	B8196	{9463923}		{'uc2.ark+=13960=t4cn71435'}		A portentous history	
Beamish North Ludlow	B361	{4695099}		{'mdp.39015016453576', 'mdp.39015016453568', 'mdp.39015016453584'}		Peace campaigns of a cornet	
Jacobs W W William Wymark	B4362	{3220363}		{'uc2.ark+=13960=t46q1vv6t'}		Deep waters	
Hayes Hiram W Hiram Wallace	B4166	{9042998}		{'mdp.39015063923307'}		Paul Anthony Christian  a tale	
Hugo Victor	B3484	{8855355, 8879348}		{'coo.31924088397678', 'uc1.$b521775', 'mdp.39076006870211', 'mdp.39076006870351', 'uc1.$b521776', 'uc1.$b521782', 'mdp.39076006870310', 'coo.31924088397645', 'mdp.39076006870203', 'uc1.$b521787', 'uc1.$b521786', 'mdp.39076006870286', 'mdp.39076006870344', 'uc1.$b521777', 'mdp.39076006870252', 'uc1.$b521780', 'mdp.39076006870187', 'uc1.$b521785', 'uc1.$b521788', 'mdp.39076006870419', 'coo.31924088397660', 'uc1.$b521779', 'mdp.39076006870245', 'mdp.39076006870336', 'mdp.39076006870294', 'coo.31924088397686', 'uc1.$b521778', 'mdp.39076006870278', 'coo.31924088397629', 'mdp.39076006870195'}		The novels complete and unabridged of Victor Hugo	
Grattan Thomas Colley	B3113	{4694873}		{'nyp.33433074859319', 'nyp.33433074859327'}		Traits of travel or Tales of men and cities	
Adams William	B138	{4448337, 9429341}		{'uc2.ark+=13960=t01z4419q'}	{'Christian life'}	Sacred allegories	
Travers John	B8189	{3222216}		{'uc2.ark+=13960=t39z9256f'}		The Mortimers	
Bell Lillian Lida	B587	{3170115}		{'nyp.33433074835764'}		The love affairs of an old maid	
Ainsworth William Harrison	B81	{8484348}		{'nyp.33433074945035'}	{'English fiction', 'Charles', 'King of England', '1600-1649'}	The Spanish match or Charles Stuart at Madrid	
BloundelleBurton John Edward	B864	{8839545}		{'uc2.ark+=13960=t1jh3fd60'}		In the day of adversity	
Lane Elinor Macartney	B5151	{9029707, 6805830}		{'nyp.33433076070089'}		Nancy Stair  a novel	
Sturgis Julian	B7497	{3148686}		{'nyp.33433075753479'}		A master of fortune	
Wood Ellen	B8775	{9449756}		{'uc2.ark+=13960=t74t6md7q', 'uc2.ark+=13960=t2j67fv70', 'uc2.ark+=13960=t47p90h5h'}	{'English fiction'}	The Channings	
Rice Alice Caldwell Hegan	B7088	{6807300, 6834502}		{'uc2.ark+=13960=t4sj1bv84'}		Lovey Mary	
James Henry	B4458	{6441082}		{'uc1.32106014703406'}		The Aspern papers The spoils o	
Conybeare William John	B1555	{4976552, 8699547, 9426478}		{'nyp.33433074942859'}		Perversion   or the causes and consequences of infidelity a tale for the times	
Harte Bret	B4147	{3173384}		{'uc2.ark+=13960=t7gq6s567', 'nnc1.cu11651725'}		A protégée of Jack Hamlins a	
Fletcher Miriam	B2949	{8640633}		{'nyp.33433074797667', 'nyp.33433074797659'}		The Methodist or Incidents and	
Reade Charles	B7035	{8666326}		{'uc1.b3562173'}		Foul play	
Wood Ellen	B8766	{4855972}		{'uc2.ark+=13960=t1vd6tv3t'}		William Allair or Running away	
Barnett Ada	B564	{3218182}		{'nyp.33433074800677'}		The man on the other side	
Keats Gwendoline	B4553	{6810489, 3169169, 6795934}		{'nyp.33433074871561'}		The Roman road	
Sedgwick Anne Douglas	B7403	{9433152}		{'mdp.39015063959905'}	{'English fiction'}	Amabel Channice	
Mackie John	B5908	{6654441}		{'nyp.33433074896030'}		They that sit in darkness A st	
Cripps Arthur Shearly	B1585	{6808532}		{'nyp.33433074949565'}	{'English fiction'}	Magic casements	
Dickens Charles	B2435	{4416627, 4372876, 4853390}		{'nyp.33433074954292'}		Dickens Christmas stories for 	
Poe Edgar Allan	B6799	{3171337, 8510530, 9027307, 3203165}		{'inu.32000003323641'}		The poetical works of Edgar Al	
Boldrewood Rolf	B737	{8974897, 3160118}		{'uc1.$b112611'}		The sealskin cloak	
King R J Richard John	B4569	{8473826}		{'nyp.33433074877428'}	{'Saint, Abp. of Hamburg', '801-865', 'English fiction', 'Anscher'}	Anschar A story of the North	
Steel Flora Annie Webster	B7923	{6795913, 9230974, 6796231}		{'nyp.33433075752208'}		The mercy of the Lord	
Willcocks M P Mary Patricia	B8533	{6870044}		{'mdp.39015063964608'}		The power behind	
Wharton Edith	B8821	{8898394, 6844260}		{'uc2.ark+=13960=t8qb9vx38'}		Madame de Treymes	
Rita	B6972	{8908737}		{'nyp.33433074869805'}	{'English fiction'}	The pointing finger	
Douglas Norman	B2113	{3188221}		{'mdp.39015030742475'}		They went	
Sherwood Mary Martha 17751851 Mrs	B7867	{5147596}		{'mdp.39015009292809'}		Juliana Oakley A tale	
Bottrell William	B1197	{6662006}		{'nnc1.1000341738'}		Traditions and hearthside stor	
Cannan Gilbert	B1740	{2437480, 8965745}		{'uc2.ark+=13960=t4fn12w29'}		Old Mole	
White Stewart Edward	B8742	{8847464, 8944742, 8929526}		{'uc2.ark+=13960=t0cv4cn7s'}		The rules of the game	
Crawford F Marion Francis Marion	B1462	{9452646}		{'njp.32101068168218'}		The undesirable governess	
Oliphant	B6365	{5011382}		{'uiuo.ark+=13960=t9k36c68z', 'uiuo.ark+=13960=t3kw5zx3w', 'uiuo.ark+=13960=t7tm7sn6z'}		The Athelings or The three gifts	
Stacpoole H De Vere Henry De Vere	B7571	{3212030}		{'uc1.$b312574'}		The mystery of Uncle Bollard	
Dehan Richard	B2202	{8979108}		{'nyp.33433074859236'}	{'Franco-Prussian War, 1870-1871'}	The man of iron	
Savage Richard	B8006	{8813180}		{'nyp.33433076043870'}		A fascinating traitor  an Angl	
James G P R George Payne Rainsford	B4247	{4713928, 4445409, 8321489}		{'mdp.39015062286060', 'mdp.39015062286052', 'uiuo.ark+=13960=t7sn0pt0f'}	{'English fiction', '823J23MO'}	Morley Ernstein  or The tenants of the heart	
Becke Louis	B824	{6776945, 8850892}		{'uc1.b4102891'}	{'Bounty (Ship)'}	The mutineer a romance of Pitcairn Island	
Yeats W B William Butler	B9054	{6734679}	{'Autobiography'}	{'wu.89000572610'}		The Celtic twilight Stories of	
Hudson W H William Henry	B3633	{6696867, 8761606}	{'Bibliographies'}	{'nnc1.0022575324', 'nnc1.0035530944'}	{'Description and travel'}	The purple land that England lost Travels and adventures in the Banda Oriental South America	
De la Mare Walter	B2269	{3213659}		{'uc1.$b236188'}		The Walter De La Mare omnibus  Henry Brocken  The return  Memoirs of a midget	
Wells Carolyn	B8668	{3212111}		{'nyp.33433076073893'}		The vanishing of Betty Varian	
Aïdé Charles Hamilton	B75	{9025596}		{'nyp.33433074919519'}	{'English fiction'}	Morals and mysteries	
Dix Beulah Marie	B2165	{6906921}		{'nc01.ark+=13960=t6ww8fm1f'}		Merrylips	
Swinnerton Frank	B7358	{9457672}		{'mdp.39015030714169'}		The casement a diversion	
Ford Ford Madox	B2825	{6745925}		{'uc1.31158008560525'}		Ladies whose bright eyes  a romance by Ford Madox Hueffer	
Jokai Mor	B4409	{8849686}		{'uc1.32106010905542'}		The lion of Janina or The last	
Markham Clements R Clements Robert Sir	B5373	{3170458}		{'nnc1.1000393819'}	{'King of Northumbria', '585?-633', 'History', 'Anglo-Saxon period, 449-1066', 'Edwin'}	The paladins of Edwin the Great	
Lawrence D H David Herbert	B5059	{2490712}		{'mdp.39015000631930'}		The woman who rode away	
Macdonald Diana Louisa	B5399	{9168853}		{'nyp.33433074875968'}	{'English fiction', '1452-1519', 'Leonardo', 'da Vinci'}	Villa Verocchio or The youth of Leonardo da Vinci A tale	
Bray Anna Eliza Mrs	B507	{4692036}		{'njp.32101067629939', 'njp.32101067629947'}		De Foix or Sketches of the manners and customs of the fourteenth century An historical romance	
Lowry Henry Dawson	B4993	{3157556}		{'uc2.ark+=13960=t85h7ff4h'}		Womens tragedies	
Rice Alice Caldwell Hegan	B6999	{3206452}		{'nyp.33433076048713'}		The Honorable Percival	
Kingsley Charles	B4655	{5005369, 8680374, 9442597, 9009710}	{'Bibliographies'}	{'nyp.33433074876826'}		Alton Locke tailor and poet An	
Montgomery L M Lucy Maud	B6077	{3177427}		{'uc2.ark+=13960=t7xk8686z'}		Chronicles of Avonlea	
Mathew Frank James	B5867	{3171369}		{'uva.x030741572'}	{'English fiction'}	At the rising of the moon  Irish stories and studies	
James Henry	B4391	{8906800, 6810007}	"{'Autographs (Provenance)', 'Bookplates (Provenance)', ""Publishers' cloth bindings (Binding)"", 'England'}"	{'uva.x000319019', 'uva.x000926858'}		The golden bowl	
Glyn Elinor	B3131	{6877241}		{'nyp.33433074864541'}		The reason why	
Shaw Bernard	B8007	{8911933}		{'nyp.33433075747000'}		The irrational knot being the 	
Trollope Thomas Adolphus	B8048	{9464033}		{'mdp.39015063960085'}	{'823T746B1864'}	Beppo the conscript  a novel	
Trollope Frances Milton	B8014	{8893789}		{'hvd.32044011625852', 'hvd.32044011625829'}	{'Child labor'}	The life and adventures of Michael Armstrong the factory boy	
Farrar Frederic William	B2778	{5902491, 8643989}		{'nyp.33433075761100', 'inu.32000001983180'}	{'English fiction'}	Julian Home a tale of college 	
Cunningham J W John William	B2036	{8180318}		{'nyp.33433074952239'}		A world without souls  and The	
Fox John	B2693	{6826171}		{'mdp.39015063549045'}		A knight of the Cumberland	
Burnett Frances Hodgson	B1004	{8968211}		{'uc2.ark+=13960=t9z030k35'}		A lady of quality	
Davies Ellen Chivers	B2297	{3303698}		{'uc1.b3834627'}		Tales of Serbian life	
