genre	firstdoc	firstdate	matchdate	datediff	meandate	ingenredist	fullrandomdist	othergenredist	fullrandomdiff	othergenrediff
79	mdp.39015066900773	2007	2005	2	2006.0	0.10745306191679682	0.12528743519275504	0.10057728266148791	0.017834373275958215	-0.006875779255308911
70	mdp.39015047065316	1998	1999	1	1998.5	0.07050753997209125	0.07352080111299153	0.09895830066895278	0.0030132611409002807	0.028450760696861532
68	uc1.b4495382	1992	1986	6	1989.0	0.11761328369083213	0.1559357193940195	0.10756148805419952	0.038322435703187385	-0.01005179563663261
21	uc1.b3426328	1942	1941	1	1941.5	0.13191107657840917	0.24567434706037838	0.16147994259570947	0.11376327048196921	0.0295688660173003
12	mdp.39015010524562	1980	1987	7	1983.5	0.08173030714722862	0.10241992747914763	0.10322488404126795	0.020689620331919012	0.02149457689403933
79	mdp.39015011556365	1974	1979	5	1976.5	0.04544166680715678	0.10136643562949793	0.0907925641659631	0.05592476882234115	0.04535089735880632
21	mdp.39015046884725	1998	2002	4	2000.0	0.18094554443182298	0.15158690831705696	0.13945004341606537	-0.029358636114766024	-0.04149550101575761
41	mdp.39015020215235	1947	1941	6	1944.0	0.056591696913329215	0.12992796721214694	0.1481380397269867	0.07333627029881773	0.09154634281365748
70	uc1.b4368544	1990	1995	5	1992.5	0.17812684131834022	0.12950423597660982	0.1548769318924394	-0.04862260534173041	-0.023249909425900828
41	mdp.39015063976008	1934	1941	7	1937.5	0.08987405038440832	0.12797307616067866	0.10359730086945573	0.038099025776270334	0.013723250485047411
2	mdp.39015013939874	1980	1983	3	1981.5	0.17622348447973135	0.12919935110163533	0.1612138289559445	-0.04702413337809602	-0.015009655523786858
76	uc1.b4978169	1985	1990	5	1987.5	0.1270084190492492	0.09182146618634668	0.13819227557357838	-0.03518695286290252	0.011183856524329183
12	mdp.39015048537602	1995	1996	1	1995.5	0.08327041221904508	0.09524898065850562	0.14775748676454542	0.011978568439460546	0.06448707454550034
64	inu.30000095304170	2004	1996	8	2000.0	0.14308780938640242	0.15142350770888258	0.1661631004156217	0.008335698322480156	0.02307529102921929
70	mdp.39015060818534	2005	2003	2	2004.0	0.08243686348909995	0.1078666700228445	0.10008889496207712	0.025429806533744548	0.01765203147297717
13	uc1.b4450021	1991	1995	4	1993.0	0.0952465212264284	0.10765611644127954	0.09167223563702231	0.012409595214851132	-0.00357428558940609
41	mdp.39015058017818	1991	1995	4	1993.0	0.05879831648649769	0.07941026359037201	0.08930135534781697	0.020611947103874317	0.030503038861319276
13	mdp.39015019429094	1990	1992	2	1991.0	0.13317618175797385	0.10574464302401976	0.13785035470603352	-0.027431538733954097	0.004674172948059663
41	mdp.39015066824171	2007	2008	1	2007.5	0.08579673130380006	0.11357482270205699	0.09721361472995227	0.027778091398256932	0.011416883426152213
79	mdp.39015077610189	2008	2006	2	2007.0	0.06929776315574865	0.06504067491375104	0.0794592861071039	-0.004257088241997609	0.01016152295135525
64	mdp.39015062538072	2006	2007	1	2006.5	0.07819646900799038	0.08898267754277989	0.14656738494115623	0.01078620853478951	0.06837091593316585
70	mdp.39015061190032	2005	1998	7	2001.5	0.0724468085436124	0.08994631439897965	0.1195686952004627	0.017499505855367248	0.0471218866568503
6	uc1.b4095360	1934	1942	8	1938.0	0.11509289892795493	0.1310123148456348	0.14508169097680634	0.01591941591767987	0.02998879204885141
68	mdp.39015000627243	1981	1976	5	1978.5	0.07641183956833442	0.09774666922152125	0.08053466283597271	0.021334829653186838	0.004122823267638298
78	mdp.39015050307340	2000	2001	1	2000.5	0.14228163786645343	0.11766328343254212	0.11447240987520196	-0.024618354433911305	-0.02780922799125146
6	mdp.39015011565077	1956	1957	1	1956.5	0.07895302329642073	0.09844580258456892	0.16654785448877912	0.019492779288148188	0.08759483119235839
31	mdp.39015048898293	1943	1936	7	1939.5	0.09553055727296089	0.11906265008704758	0.10613764257386532	0.02353209281408669	0.010607085300904429
43	mdp.39015061751247	2004	2005	1	2004.5	0.08220818351700054	0.10115720673048229	0.0921986902565119	0.01894902321348174	0.009990506739511351
43	uc1.$b146927	1968	1977	9	1972.5	0.06316949537000005	0.07078355327047536	0.07536791061883968	0.007614057900475313	0.012198415248839634
78	mdp.39015016415310	1957	1951	6	1954.0	0.09892672691495863	0.10034110528872081	0.08063411594088848	0.0014143783737621818	-0.018292610974070145
41	uc1.32106018896792	2006	1997	9	2001.5	0.10554044033176868	0.1103691557666262	0.0873530723565486	0.004828715434857522	-0.01818736797522008
43	inu.30000107448379	1986	1979	7	1982.5	0.1229350216425269	0.207551553490482	0.14988957599054442	0.08461653184795509	0.026954554348017523
64	pst.000030282797	1955	1959	4	1957.0	0.13480422142357873	0.1369805257540116	0.09787832577398858	0.0021763043304328655	-0.036925895649590146
41	mdp.39015048944790	1999	2001	2	2000.0	0.07649504607116575	0.09589839775926362	0.13011557663669904	0.01940335168809787	0.053620530565533286
63	uc1.$b244919	1946	1948	2	1947.0	0.08963193166897887	0.08264251904833769	0.10717583571507011	-0.006989412620641178	0.01754390404609124
63	mdp.39015008844279	1979	1977	2	1978.0	0.0996065095929356	0.08276164234865019	0.10258270222189719	-0.01684486724428541	0.0029761926289615936
13	mdp.39015065546585	1940	1941	1	1940.5	0.1205265052910498	0.09592896048803518	0.10574954397180453	-0.024597544803014626	-0.014776961319245274
75	mdp.39015061863232	1988	1982	6	1985.0	0.11003342355426271	0.09684436167374116	0.09990261327040706	-0.013189061880521546	-0.010130810283855651
79	uc1.32106019135307	1999	2003	4	2001.0	0.11604357211040872	0.08443620749561997	0.07963940291452587	-0.03160736461478875	-0.03640416919588285
